Nombre,Área_Oficial__Ha_,centroid_x,centroid_y,Categoría,Territorial
Romero B y Cia,1.91710845,-74.09474129,4.96046491,Reserva Natural de la Sociedad Civil, 
Birmania,256.28682921,-75.67318357,2.8839088,Reserva Natural de la Sociedad Civil, 
Cuchavira,1.38584821,-73.94010738,4.51494812,Reserva Natural de la Sociedad Civil, 
Macizo El Tablazo,16477.61393671,-74.15951935,5.06045151,Distritos Regionales de Manejo Integrado, 
Machín,496.61665982,-75.38928891,4.49366315,Reservas Forestales Protectoras Regionales, 
La Palestina,39.87524583,-75.26958067,6.64052738,Reserva Natural de la Sociedad Civil, 
Fundación Reserva La Esperanza,9.00602449,-75.83715242,5.62010289,Reserva Natural de la Sociedad Civil, 
Cha Ma Chia,0.9987331,-73.95981035,4.5258207,Reserva Natural de la Sociedad Civil, 
El Zoque,0.63901969,-73.82995612,4.84304821,Reserva Natural de la Sociedad Civil, 
Buenos Aires,4.96197039,-75.5806553,3.84321075,Reserva Natural de la Sociedad Civil, 
La Dorada,79.94003745,-74.84053472,6.34016462,Reserva Natural de la Sociedad Civil, 
Manzanares,24.36400123,-75.36732715,6.90514231,Reserva Natural de la Sociedad Civil, 
Manakai,128.91723498,-75.57824258,8.46197633,Reserva Natural de la Sociedad Civil, 
Lorena,16.66058219,-75.37385092,1.47983525,Reserva Natural de la Sociedad Civil, 
Leguaro,83.33247191,-76.48577813,2.34931878,Reserva Natural de la Sociedad Civil, 
El Santuario,1.62338159,-72.95483791,5.66298314,Reserva Natural de la Sociedad Civil, 
El Socorro,70.04391117,-75.26966274,6.63209385,Reserva Natural de la Sociedad Civil, 
Conjunto De Reservas Naturales De Sumicol Sas,16.63099847,-73.92332852,4.85349257,Reserva Natural de la Sociedad Civil, 
Maporita,3.82220157,-75.08339607,6.33236152,Reserva Natural de la Sociedad Civil, 
La Fortuna,185.96294885,-71.07529264,5.49038836,Reserva Natural de la Sociedad Civil, 
Los Iguanitos,62.50033259,-70.53137696,6.60860309,Reserva Natural de la Sociedad Civil, 
Ecofinca Kañarí,5.74542397,-75.60926565,4.91002823,Reserva Natural de la Sociedad Civil, 
Buenos Aires,26.89272731,-75.31159835,1.37480782,Reserva Natural de la Sociedad Civil, 
Bellavista,2.45985874,-75.16254573,2.82816036,Reserva Natural de la Sociedad Civil, 
Fiba,62.93574834,-73.41869391,5.76261729,Reserva Natural de la Sociedad Civil, 
El Rosal,11.0000015,-75.91111062,1.28853216,Reserva Natural de la Sociedad Civil, 
La Estrella,6.64911374,-75.34572681,6.86320575,Reserva Natural de la Sociedad Civil, 
Rancho Grande,27.35004492,-75.24921606,1.70889555,Reserva Natural de la Sociedad Civil, 
Los Pomos,5.58739311,-75.79676827,2.38052282,Reserva Natural de la Sociedad Civil, 
UMPALA - CAÑON DEL CHICAMOCHA,3920.22530312,-72.96775238,6.83039482,Distritos de Conservación de Suelos, 
La Ceiba,1.57557286,-75.37231156,6.24817241,Reserva Natural de la Sociedad Civil, 
La Palmita,827.66490318,-69.38935684,5.23950997,Reserva Natural de la Sociedad Civil, 
Colina De Montefrío,26.66496645,-75.20771993,1.8843372,Reserva Natural de la Sociedad Civil, 
La Ceibita,60.64611833,-70.52690883,6.66936052,Reserva Natural de la Sociedad Civil, 
Arcasim,34.49439319,-75.20836355,1.8773232,Reserva Natural de la Sociedad Civil, 
La Granada,47.69995444,-75.78925952,1.243968,Reserva Natural de la Sociedad Civil, 
La Cumbre Suesca,17.96119814,-73.77701318,5.11466409,Reserva Natural de la Sociedad Civil, 
Sierra Morena,60.92729731,-75.58915919,4.72958021,Reserva Natural de la Sociedad Civil, 
Lote Cinco,11.54880601,-75.64399526,2.85057936,Reserva Natural de la Sociedad Civil, 
La Estrella,8.00578833,-75.75663971,2.36412676,Reserva Natural de la Sociedad Civil, 
Bella Vista,2.7932162,-75.79934245,2.38149847,Reserva Natural de la Sociedad Civil, 
Reserva Natural Musinga,1445.16790748,-76.19760352,6.7131909,Reserva Natural de la Sociedad Civil, 
Tinamú,11.76516394,-75.59126078,5.06557314,Reserva Natural de la Sociedad Civil, 
San Fernando,26.36160131,-73.74795095,10.22505085,Reserva Natural de la Sociedad Civil, 
Las Orquídeas,1.27126838,-73.4920437,4.27109253,Reserva Natural de la Sociedad Civil, 
Los Liberales,34.7760607,-74.93937145,3.10929729,Reserva Natural de la Sociedad Civil, 
Parque Amazónico Inti Wasi,67.14233733,-75.71929273,1.52123785,Reserva Natural de la Sociedad Civil, 
La Ermita,85.48640163,-75.73887795,5.67571445,Reserva Natural de la Sociedad Civil, 
Chaquiral,460.931706,-75.61045333,6.9269734,Reserva Natural de la Sociedad Civil, 
La Estrella,6.49171863,-75.62376396,2.90761461,Reserva Natural de la Sociedad Civil, 
Las Brisas,708.99037025,-71.2701043,5.01362485,Reserva Natural de la Sociedad Civil, 
El Caujaro,60.54356299,-73.02894234,4.0934687,Reserva Natural de la Sociedad Civil, 
Lote #4,9.10107258,-75.64345483,2.847247,Reserva Natural de la Sociedad Civil, 
Casa Roja,275.49998263,-67.58798567,6.13093179,Reserva Natural de la Sociedad Civil, 
Pino Hermoso,70.42826975,-75.5155063,4.62776705,Reserva Natural de la Sociedad Civil, 
Agua Tremolente,7.25569646,-75.29276775,5.93255966,Reserva Natural de la Sociedad Civil, 
Las Quinquinas,20.10069592,-76.23686546,2.02485681,Reserva Natural de la Sociedad Civil, 
Lote Mireya,6.99689792,-76.33719549,1.9451612,Reserva Natural de la Sociedad Civil, 
El Cóndor,44.64081492,-77.09296789,0.68763424,Reserva Natural de la Sociedad Civil, 
El Crisol,2.72078626,-75.91935933,5.59688759,Reserva Natural de la Sociedad Civil, 
El Trébol,2.49982478,-75.78907061,2.53094064,Reserva Natural de la Sociedad Civil, 
1810,24.3572482,-76.02256297,1.79488277,Reserva Natural de la Sociedad Civil, 
Huisyzuca,11.1378643,-74.00782292,4.72923922,Reserva Natural de la Sociedad Civil, 
Buena Vista,3.61593765,-76.01119783,2.04718314,Reserva Natural de la Sociedad Civil, 
Viracocha,1.94634472,-76.26232566,1.8870187,Reserva Natural de la Sociedad Civil, 
Estrella De Agua,243.3484405,-75.51312063,4.66698024,Reserva Natural de la Sociedad Civil, 
Las Palmeras,23.72613086,-72.12051256,5.634348,Reserva Natural de la Sociedad Civil, 
La Victoria,176.72846205,-71.64594025,5.42663506,Reserva Natural de la Sociedad Civil, 
Las Juntas,174.53796746,-75.35769704,1.51434962,Reserva Natural de la Sociedad Civil, 
El Porvenir,0.38135505,-73.83163123,4.84376473,Reserva Natural de la Sociedad Civil, 
Tupuragua,99.80455451,-72.24937147,5.05208424,Reserva Natural de la Sociedad Civil, 
La Esmeralda,0.61345603,-74.97841761,4.42610398,Reserva Natural de la Sociedad Civil, 
Cañón De Los Guácharos,6.57500451,-76.5789955,1.7394985,Reserva Natural de la Sociedad Civil, 
La Indomable,749.08780605,-68.38525842,5.79640948,Reserva Natural de la Sociedad Civil, 
Los Laureles,34.71610309,-75.68676981,3.82778453,Reserva Natural de la Sociedad Civil, 
La Corcova,46.61621357,-76.07864222,4.43599698,Áreas de Recreación, 
Bosque Seco Alegrías y Páramo El Tibí y Miraflores,14871.83453425,-75.81380913,4.03540682,Distritos Regionales de Manejo Integrado, 
Núcleo De Reservas Akae - Tucunare,1058.60157858,-70.04854543,5.2555536,Reserva Natural de la Sociedad Civil, 
Núcleo De Reservas Akae - Mata Tigre,1123.08924525,-69.9761104,5.24579016,Reserva Natural de la Sociedad Civil, 
Núcleo De Reservas Akae - La Holanda,1178.95484005,-70.09312607,5.24616422,Reserva Natural de la Sociedad Civil, 
Núcleo De Reservas Akae - El Hormiguero,1257.03778251,-70.12365634,5.22118179,Reserva Natural de la Sociedad Civil, 
Núcleo De Reservas Akae - La Pintada,1190.36374805,-69.95365301,5.26344313,Reserva Natural de la Sociedad Civil, 
Núcleo De Reservas Akae - Pescadero,1270.80805104,-70.14212684,5.23316333,Reserva Natural de la Sociedad Civil, 
Núcleo De Reservas Akae - La Esmeralda,937.54169332,-70.11310872,5.25195002,Reserva Natural de la Sociedad Civil, 
Núcleo De Reservas Akae - Akae,1024.37865982,-70.03065666,5.24461993,Reserva Natural de la Sociedad Civil, 
Núcleo De Reservas Akae - Mataguarito,1247.73672802,-70.00730277,5.24046301,Reserva Natural de la Sociedad Civil, 
Salto Candelas,4660.63081465,-72.67682405,5.41432333,Distritos Regionales de Manejo Integrado, 
Salto del Aures,61.47550716,-75.37501265,5.76153942,Reserva Natural de la Sociedad Civil, 
Núcleo de Reservas Akae- Arecua,1289.83123221,-69.96804031,5.22054841,Reserva Natural de la Sociedad Civil, 
Núcleo de Reservas Akae- El Cocuy,1251.08965457,-70.15472306,5.25432073,Reserva Natural de la Sociedad Civil, 
Núcleo de Reservas Akae- La Habana,682.74283107,-70.07126879,5.25107648,Reserva Natural de la Sociedad Civil, 
Núcleo de Reservas Akae- Araguato,1154.93440204,-69.93204447,5.23033639,Reserva Natural de la Sociedad Civil, 
Núcleo de Reservas Akae- Santa Rosita,2879.05458141,-70.17391853,5.19720897,Reserva Natural de la Sociedad Civil, 
Núcleo de Reservas Akae- Hato Grande,1030.88798067,-70.17365582,5.23259658,Reserva Natural de la Sociedad Civil, 
Núcleo de Reservas Akae- El Perú,1242.81535917,-70.08377279,5.22140994,Reserva Natural de la Sociedad Civil, 
Loros Andinos,480.52413611,-75.70769775,4.10110139,Reserva Natural de la Sociedad Civil, 
Bosque Colindres,38.19490268,-76.48978857,3.26790339,Reserva Natural de la Sociedad Civil, 
Belén,37.05266152,-75.75865557,1.40227293,Reserva Natural de la Sociedad Civil, 
Villa Nueva- La Esmeralda,99.38790273,-75.76372503,1.40681342,Reserva Natural de la Sociedad Civil, 
Abadía de Juan,1.70195239,-75.28577055,6.17915353,Reserva Natural de la Sociedad Civil, 
Versalles,7.55360217,-75.78071707,2.53209207,Reserva Natural de la Sociedad Civil, 
Entre Árboles y Micos,3.46804077,-75.02482675,6.30106142,Reserva Natural de la Sociedad Civil, 
El Nido del Cóndor,36.58799476,-75.4880881,4.94232153,Reserva Natural de la Sociedad Civil, 
Ecozentro Madre Kumbra,0.89784814,-75.47515088,5.06830574,Reserva Natural de la Sociedad Civil, 
Alta Gracia,27.24665164,-75.62897153,2.8762875,Reserva Natural de la Sociedad Civil, 
Los Árboles,399.52733404,-75.50360615,4.62156154,Reserva Natural de la Sociedad Civil, 
Pozos La Chorrera,25.67448177,-73.81846881,3.99367963,Reserva Natural de la Sociedad Civil, 
Paraíso Bombonas,21.62001658,-76.57639426,1.73170218,Reserva Natural de la Sociedad Civil, 
Ecosaravita,5.7083193,-73.66900023,5.79289047,Reserva Natural de la Sociedad Civil, 
El Carmen,33.03069163,-73.26717982,9.63751613,Reserva Natural de la Sociedad Civil, 
Buena Vista,10.82414062,-75.95818686,2.18367902,Reserva Natural de la Sociedad Civil, 
Los Eucaliptos,2.90166812,-75.75776977,2.65441808,Reserva Natural de la Sociedad Civil, 
La Calandria,11.57514242,-75.24440173,6.51769628,Reserva Natural de la Sociedad Civil, 
Anima La Vida,11.43029795,-75.69375004,4.33699771,Reserva Natural de la Sociedad Civil, 
Las Ceibas,12.280058,-75.78976131,2.55712668,Reserva Natural de la Sociedad Civil, 
San Francisco,0.47852304,-77.1639121,1.16130324,Reserva Natural de la Sociedad Civil, 
La Y,1.71002376,-76.23324449,1.93704872,Reserva Natural de la Sociedad Civil, 
Anukwe,14.39247923,-74.03015179,11.23381604,Reserva Natural de la Sociedad Civil, 
Lote de Terreno N. 4 Las Nubes,11.97001365,-75.50457438,2.3674599,Reserva Natural de la Sociedad Civil, 
Lote La Esmeralda,30.28898782,-75.55263631,3.05928802,Reserva Natural de la Sociedad Civil, 
Maimará 1,47.70387565,-75.17313389,6.417457,Reserva Natural de la Sociedad Civil, 
Macúa,3.78130168,-73.62057818,6.05595185,Reserva Natural de la Sociedad Civil, 
La Esperanza 1,49.95202033,-75.32323053,1.37317604,Reserva Natural de la Sociedad Civil, 
El Silencio,20.19417197,-75.48657943,1.37209827,Reserva Natural de la Sociedad Civil, 
Paraver La Esperanza,378.99976792,-73.26591923,10.56796022,Reserva Natural de la Sociedad Civil, 
Lote Número 1 Las Nubes,180.97753067,-75.50533641,2.37789007,Reserva Natural de la Sociedad Civil, 
La Apachita,1.24587522,-75.22391906,6.67283282,Reserva Natural de la Sociedad Civil, 
La Cristalina,102.09125005,-75.80468726,5.52506575,Reserva Natural de la Sociedad Civil, 
El Puente,18.96634172,-75.25297024,6.65050047,Reserva Natural de la Sociedad Civil, 
La Esperanza,3.65069383,-73.77224981,5.04797915,Reserva Natural de la Sociedad Civil, 
La Merced,98.44534721,-75.24677409,6.6947372,Reserva Natural de la Sociedad Civil, 
Finca Las Marías,4.6826962,-74.24775722,5.0498871,Reserva Natural de la Sociedad Civil, 
Granja Villa Luna,5.66577232,-75.22873438,6.70086755,Reserva Natural de la Sociedad Civil, 
El Porvenir,15.71903127,-75.80764251,2.500759,Reserva Natural de la Sociedad Civil, 
Irati Dojura: La Reserva del Chachafruto,1.9396315,-75.16814593,6.18050455,Reserva Natural de la Sociedad Civil, 
Masheda,7.26142406,-75.21907978,4.41183904,Reserva Natural de la Sociedad Civil, 
Ecoparque La Manigua,177.66976638,-73.57943325,7.1061449,Reserva Natural de la Sociedad Civil, 
El Trapiche,3.89252817,-76.23639426,4.34302005,Reserva Natural de la Sociedad Civil, 
Cerritos,9.00247151,-75.79208125,2.37112859,Reserva Natural de la Sociedad Civil, 
El Silencio,43.43695865,-75.30900245,1.37825739,Reserva Natural de la Sociedad Civil, 
La Germania,235.26798921,-74.83348459,5.62839094,Reserva Natural de la Sociedad Civil, 
Jerusalen,1.08646607,-75.48808753,2.30740094,Reserva Natural de la Sociedad Civil, 
Matilde Montañez – Páramo Del Sol,307.48247487,-76.08966622,6.50157883,Reserva Natural de la Sociedad Civil, 
Villa Valle,425.67604993,-72.31897914,4.12615066,Reserva Natural de la Sociedad Civil, 
Las Juntas,8.23836841,-75.48045073,2.3827413,Reserva Natural de la Sociedad Civil, 
Manaco 2,32.70094438,-73.75846366,3.7415369,Reserva Natural de la Sociedad Civil, 
Mareigua,21.11006426,-73.47875159,5.69117992,Reserva Natural de la Sociedad Civil, 
Manaco 1,34.96668772,-73.75630492,3.73970892,Reserva Natural de la Sociedad Civil, 
Club Campestre de Pereira,88.85355762,-75.85267686,4.80335276,Reserva Natural de la Sociedad Civil, 
"La Buenaventura, Granja Escuela",1.65688828,-75.34454149,6.07306159,Reserva Natural de la Sociedad Civil, 
Finca San Pedro,0.9119852,-72.9270107,5.69815418,Reserva Natural de la Sociedad Civil, 
Amazonas,1751.61860558,-70.46077146,4.52302422,Reserva Natural de la Sociedad Civil, 
Manaco 3,21.77280142,-73.75964389,3.74381485,Reserva Natural de la Sociedad Civil, 
La Esperanza,1.19542646,-73.22771546,4.8626948,Reserva Natural de la Sociedad Civil, 
Siare,240.65983288,-72.14220596,4.10781216,Reserva Natural de la Sociedad Civil, 
Biologica Caoba,6.39958114,-74.10133528,11.19251927,Reserva Natural de la Sociedad Civil, 
El Porvenir La Luna,89.07194705,-75.6610777,5.77386985,Reserva Natural de la Sociedad Civil, 
Nacimiento del Rio Manso,3.9957943,-75.01651314,5.56145902,Reserva Natural de la Sociedad Civil, 
La Esperanza,10.0827657,-73.21540672,4.87653615,Reserva Natural de la Sociedad Civil, 
"Sie Quye, Agüita De Sietecueros",9.63885628,-75.17771396,5.87608009,Reserva Natural de la Sociedad Civil, 
Natura Madrigal 1,13.03956759,-75.81866893,5.87434128,Reserva Natural de la Sociedad Civil, 
Lorica,6.99006402,-75.78525544,2.55967205,Reserva Natural de la Sociedad Civil, 
La Jabonera,9.10556869,-74.94158669,3.10340608,Reserva Natural de la Sociedad Civil, 
San Antonio,19.62502122,-75.63140676,2.88032081,Reserva Natural de la Sociedad Civil, 
San Vicente,175.21961947,-76.45572231,3.02389504,Reserva Natural de la Sociedad Civil, 
Japio Garces & Cia SCA,465.21235389,-76.4374064,3.02771939,Reserva Natural de la Sociedad Civil, 
Si Me Dejan,25.70412636,-73.27098757,9.63809755,Reserva Natural de la Sociedad Civil, 
Inka Anam,4.90296425,-76.17818823,4.80777209,Reserva Natural de la Sociedad Civil, 
Muquiche,20.92084468,-73.93483297,4.66184303,Reserva Natural de la Sociedad Civil, 
FAUNA DE COLOMBIA SAN ANDRES ISLA,0.8027587,-81.72116581,12.54087116,Reserva Natural de la Sociedad Civil, 
Sinaí,80.29385003,-75.74528186,2.64820713,Reserva Natural de la Sociedad Civil, 
El Barranquero,3.59055885,-75.30739366,6.30940121,Reserva Natural de la Sociedad Civil, 
Finca Agroecológica San Martín,36.69732806,-75.11834117,6.16237242,Reserva Natural de la Sociedad Civil, 
Chamicero de Perijá,25.10037381,-72.93134058,10.36166531,Reserva Natural de la Sociedad Civil, 
Jiménez,0.24987496,-75.17339579,6.47390429,Reserva Natural de la Sociedad Civil, 
Las Brisas,4.00007802,-75.79462749,2.55333425,Reserva Natural de la Sociedad Civil, 
Maimará 2,23.00000043,-75.17219404,6.42153264,Reserva Natural de la Sociedad Civil, 
La Esperanza,33.57572306,-72.42236923,5.94623355,Reserva Natural de la Sociedad Civil, 
La Ilusión,71.73529892,-75.30995741,1.36912829,Reserva Natural de la Sociedad Civil, 
Lejanías A,267.61859407,-75.09215209,6.22333381,Reserva Natural de la Sociedad Civil, 
La Primavera,18.45206633,-72.49193046,5.37658998,Reserva Natural de la Sociedad Civil, 
El Encanto,0.95012061,-77.41349993,1.28818409,Reserva Natural de la Sociedad Civil, 
Pinchaque,6.24047021,-75.68748539,4.71237843,Reserva Natural de la Sociedad Civil, 
El Jobito,37.64832075,-72.15624083,5.43082596,Reserva Natural de la Sociedad Civil, 
Los Aceites,368.23076372,-71.91927978,5.07907781,Reserva Natural de la Sociedad Civil, 
El Porvenir 1,150.02895072,-75.65095155,5.77520398,Reserva Natural de la Sociedad Civil, 
Natura Peñalta 1,340.07305813,-75.70265353,5.85756471,Reserva Natural de la Sociedad Civil, 
La Esperanza,2.6729669,-75.59706235,2.9652281,Reserva Natural de la Sociedad Civil, 
El Paraíso,158.19498637,-75.90438831,1.44267812,Reserva Natural de la Sociedad Civil, 
Morrocoy,179.90919446,-75.10116116,3.021016,Reserva Natural de la Sociedad Civil, 
Yaya 1,20.85877439,-75.47774645,3.03367872,Reserva Natural de la Sociedad Civil, 
El Kiosco,7.86449601,-75.25879936,2.89185064,Reserva Natural de la Sociedad Civil, 
El Colmillo,9.82614816,-75.30483281,6.31211834,Reserva Natural de la Sociedad Civil, 
Manantial,6.21365315,-75.38284595,6.0263545,Reserva Natural de la Sociedad Civil, 
Reserva Natural Dos Rios,24.60123101,-75.61563231,5.75527481,Reserva Natural de la Sociedad Civil, 
Monteadentro,1.81617884,-75.46014378,6.2620687,Reserva Natural de la Sociedad Civil, 
Peñalta 2,10.70334779,-75.70589451,5.87109468,Reserva Natural de la Sociedad Civil, 
Camposol La Bretaña,178.11055984,-75.45842322,5.00320205,Reserva Natural de la Sociedad Civil, 
Cedro Carmín,5.51236164,-75.97529949,5.92371812,Reserva Natural de la Sociedad Civil, 
La Montaña Risa,2.99813474,-75.03706944,6.48566931,Reserva Natural de la Sociedad Civil, 
El Silencio,9.6982565,-72.53024552,7.36185908,Reserva Natural de la Sociedad Civil, 
Oso Frontino,21.52137887,-75.84594984,4.28823901,Reserva Natural de la Sociedad Civil, 
La Floresta,4.98687757,-76.20658805,1.72228246,Reserva Natural de la Sociedad Civil, 
La Soledad,32.1982556,-75.68316207,2.96229055,Reserva Natural de la Sociedad Civil, 
El Porvenir,42.38147613,-75.66294781,2.88078487,Reserva Natural de la Sociedad Civil, 
Las Brisas,1.24190252,-75.59532505,2.9699362,Reserva Natural de la Sociedad Civil, 
Mesón,68.37908827,-75.49828766,1.37459948,Reserva Natural de la Sociedad Civil, 
Buenos Aires,6.4864812,-74.12337153,4.82114819,Reserva Natural de la Sociedad Civil, 
San Dimas,110.57281718,-75.09057753,4.53758884,Reserva Natural de la Sociedad Civil, 
Refugio del Oso,53.48411294,-73.33311848,6.87777375,Reserva Natural de la Sociedad Civil, 
Reserva Natural Comunitaria Galapagos,52.18127615,-76.17956369,4.82871152,Reserva Natural de la Sociedad Civil, 
La Esperanza,7.42805807,-74.50839675,5.37765201,Reserva Natural de la Sociedad Civil, 
La Palma de Tatamá,6.9125067,-75.97948061,5.1669882,Reserva Natural de la Sociedad Civil, 
San Judas,15.56821436,-76.59048592,3.38486408,Reserva Natural de la Sociedad Civil, 
Cantaclaro,11.00383453,-76.58291157,3.39226787,Reserva Natural de la Sociedad Civil, 
El Encanto,2.87951223,-74.04367957,5.04412045,Reserva Natural de la Sociedad Civil, 
Cañon de La Hondura,112.87503817,-73.29345568,5.94052504,Reserva Natural de la Sociedad Civil, 
Villamar,125.20536423,-75.00303178,1.96734668,Reserva Natural de la Sociedad Civil, 
La Favorita,345.98050062,-75.36386609,5.05392722,Reserva Natural de la Sociedad Civil, 
La Tierrita,4.98186851,-73.29977013,5.6461347,Reserva Natural de la Sociedad Civil, 
Humedal Aguas Claras,7.98315939,-73.61904998,4.12048539,Áreas de Recreación, 
Los Titíes De San Juan III,24.57351851,-75.12482274,9.94215438,Reserva Natural de la Sociedad Civil, 
Villa Karina,232.03996764,-75.30429681,1.48741589,Reserva Natural de la Sociedad Civil, 
Las Delicias,208.48037477,-75.352828,1.49705353,Reserva Natural de la Sociedad Civil, 
Salto Del Buey,17.94963309,-75.44814011,5.93268844,Reserva Natural de la Sociedad Civil, 
La Piedra del Condor,200.06737001,-72.74639586,6.85663945,Reserva Natural de la Sociedad Civil, 
El Porvenir 2,45.20482495,-75.6488251,5.76500554,Reserva Natural de la Sociedad Civil, 
Lote,21.53935787,-75.34100247,1.50232215,Reserva Natural de la Sociedad Civil, 
Reserva Ambiwasi,26.23333768,-75.58050755,1.65159283,Reserva Natural de la Sociedad Civil, 
El Porvenir,2.24196401,-75.89211231,4.50576521,Reserva Natural de la Sociedad Civil, 
Santuario,174.61522048,-75.39901084,5.03848959,Reserva Natural de la Sociedad Civil, 
Fortuna,87.84730625,-75.9316757,4.44218768,Reserva Natural de la Sociedad Civil, 
Reserva Guayabero Cocodrilo,289.48516326,-73.7223188,2.2304228,Reserva Natural de la Sociedad Civil, 
La Ramada,31.7555358,-73.83750714,4.99010036,Reserva Natural de la Sociedad Civil, 
Villa Laura,18.14055394,-75.89386398,4.51173312,Reserva Natural de la Sociedad Civil, 
El Encanto y Sus Encantos,34.60905683,-75.46021837,5.37118979,Reserva Natural de la Sociedad Civil, 
Anacardio,115.45376885,-74.95867382,4.78274055,Reserva Natural de la Sociedad Civil, 
Miranda,3.19920322,-75.59346114,2.97298202,Reserva Natural de la Sociedad Civil, 
Las Brisas,14.00035958,-76.02798591,6.26688603,Reserva Natural de la Sociedad Civil, 
Pauxi-Pauxi Los Alpes,92.2250066,-73.45507438,6.9785592,Reserva Natural de la Sociedad Civil, 
Pauxi-Pauxi El Progreso,12.24821627,-73.44304482,6.95591466,Reserva Natural de la Sociedad Civil, 
Clavellinas,14.54329332,-73.32219252,6.85730189,Reserva Natural de la Sociedad Civil, 
El Raudal,28.01983607,-76.48116844,7.36922933,Reserva Natural de la Sociedad Civil, 
Buenavista,24.87199676,-75.69310961,2.95049278,Reserva Natural de la Sociedad Civil, 
Reserva Buenavista,14.76713369,-75.65655672,1.6223683,Reserva Natural de la Sociedad Civil, 
Buenos Aires de Apartadó,86.04632648,-76.53628793,7.94288012,Reserva Natural de la Sociedad Civil, 
Laguna de Suesca,2627.64981374,-73.78806955,5.18180395,Distritos de Conservación de Suelos, 
Serranía de Manacacías,68030.65521089,-72.51947721,3.48915294,Parque Nacional Natural, 
Yaya 2,251.11486711,-75.46374635,3.03478453,Reserva Natural de la Sociedad Civil, 
La Fabiola,10.36198697,-75.73869431,4.69555821,Reserva Natural de la Sociedad Civil, 
La Argentina,4.25682962,-75.59643477,2.96827327,Reserva Natural de la Sociedad Civil, 
La Constancia,8.05112718,-74.28904361,4.60008721,Reserva Natural de la Sociedad Civil, 
Santa Rosa,27.12654918,-75.54465609,1.384486,Reserva Natural de la Sociedad Civil, 
El Paraíso,3.50619504,-75.74385447,4.6658774,Reserva Natural de la Sociedad Civil, 
Cerro Colosiná,668.37632057,-75.69538683,8.76176406,Reservas Forestales Protectoras Regionales, 
Cuchilla Buenavista,6585.0637475,-73.17366303,5.05843624,Distritos Regionales de Manejo Integrado, 
El Refugio De Vida Silvestre – Bocoré,8.27544889,-73.05577432,6.6068818,Reserva Natural de la Sociedad Civil, 
Bélgica,97.62405795,-74.96696445,1.93053651,Reserva Natural de la Sociedad Civil, 
Auromira Corralitos,333.4974085,-74.65188339,4.64780931,Reserva Natural de la Sociedad Civil, 
La Voragine,204.30937789,-72.33596386,5.21499552,Reserva Natural de la Sociedad Civil, 
Afra,1.80650504,-74.12055232,11.21907798,Reserva Natural de la Sociedad Civil, 
El Triunfo,71.01426867,-75.29484816,1.47775551,Reserva Natural de la Sociedad Civil, 
Zamu Floresta,3.97389876,-75.28846794,4.48038231,Reserva Natural de la Sociedad Civil, 
Loros Andinos,4597.94142295,-75.71319861,4.0065053,Parques Naturales Regionales, 
Bajo Cauca Nechí,75759.95243535,-75.13144166,7.3863572,Distritos Regionales de Manejo Integrado, 
Villa Camila,93.46659511,-75.82005562,1.35852936,Reserva Natural de la Sociedad Civil, 
La Albania,148.24681522,-75.54516855,1.71881859,Reserva Natural de la Sociedad Civil, 
La Miranda,37.52005763,-75.67812943,3.83124376,Reserva Natural de la Sociedad Civil, 
La Nueva Esperanza,55.51426199,-75.85201177,1.0822815,Reserva Natural de la Sociedad Civil, 
El Pedernal,10.05078035,-77.0646437,0.63821066,Reserva Natural de la Sociedad Civil, 
El Diviso,8.39356744,-75.34369199,1.54254811,Reserva Natural de la Sociedad Civil, 
EL Danubio,46.93926784,-75.9141644,1.28394641,Reserva Natural de la Sociedad Civil, 
Baranoa,125.232978,-75.82657461,1.37166767,Reserva Natural de la Sociedad Civil, 
El Mirador,46.68082627,-75.55389426,1.75632334,Reserva Natural de la Sociedad Civil, 
El Hebrón,50.38775793,-75.38541191,1.41104423,Reserva Natural de la Sociedad Civil, 
Los Andes,44.2816154,-77.09427599,0.69139876,Reserva Natural de la Sociedad Civil, 
El Paraíso,246.94006094,-75.04997222,1.79328981,Reserva Natural de la Sociedad Civil, 
Conchucua,0.52451059,-75.21353538,6.1084587,Reserva Natural de la Sociedad Civil, 
Islandia,197.20360288,-75.39269873,1.45554857,Reserva Natural de la Sociedad Civil, 
Pauxi Pauxi Las Brisas,18.97975112,-73.44888743,6.96012735,Reserva Natural de la Sociedad Civil, 
San Lorenzo,43.47673901,-75.57927252,1.5345323,Reserva Natural de la Sociedad Civil, 
El Recreo,39.87569972,-75.35916667,1.46941274,Reserva Natural de la Sociedad Civil, 
Yataro,1.27128577,-73.94939418,4.61376078,Reserva Natural de la Sociedad Civil, 
Reserva El Portete,42.59994523,-73.97578069,4.90612528,Reserva Natural de la Sociedad Civil, 
La Argelia,65.51500381,-75.39270653,1.33048228,Reserva Natural de la Sociedad Civil, 
La Palestina,11.9535016,-75.43247459,1.53152656,Reserva Natural de la Sociedad Civil, 
El Retiro,0.66709551,-74.1650368,4.86848799,Reserva Natural de la Sociedad Civil, 
La Estrella,61.30206531,-75.18812446,1.84928334,Reserva Natural de la Sociedad Civil, 
Etiopía,72.51652241,-75.714578,1.3340729,Reserva Natural de la Sociedad Civil, 
El Charquito,3.2110863,-73.94977315,4.52794839,Reserva Natural de la Sociedad Civil, 
Bocas del Palo,1754.10214765,-76.48132804,3.24905661,Distritos de Conservación de Suelos, 
