cod_mpio,municipio,departamento,lat,lon,mineria_titulos,mineria_minerales,mineria_volumen,mineria_regalias,es_pdet,deforestacion_ha,agua_ica_medio,agua_estaciones,runap_areas,runap_hectareas,idx_minero,idx_deforestacion,idx_hidrico,idx_sensibilidad,riesgo_score,riesgo_nivel,hidrico_sin_dato
17001,MANIZALES,CALDAS,5.057657,-75.491025,125,9,37499.2,1223.0,0,0,,0,9,10682.0,0.8611,0.0,0.0,0.593,0.3607,Crítico,1
17013,AGUADAS,CALDAS,5.610244,-75.45487,34,7,8113.5,31.0,0,0,,0,0,0,0.6359,0.0,0.0,0.0,0.2226,Medio,1
17042,ANSERMA,CALDAS,5.236471,-75.784343,33,8,14318.9,821.0,0,0,,0,0,0,0.6552,0.0,0.0,0.0,0.2293,Medio,1
17050,ARANZAZU,CALDAS,5.271195,-75.49129,6,1,2141.0,908.0,0,0,,0,2,24622.4,0.3739,0.0,0.0,0.6464,0.1955,Medio,1
17088,BELALCÁZAR,CALDAS,4.993785,-75.811918,8,2,10985.9,0.0,0,0,,0,0,0,0.506,0.0,0.0,0.0,0.1771,Bajo,1
17174,CHINCHINÁ,CALDAS,4.985227,-75.607529,33,6,27204.5,539.0,0,0,,0,2,99.6,0.6951,0.0,0.0,0.2948,0.2728,Alto,1
17272,FILADELFIA,CALDAS,5.297091,-75.562474,13,3,6257.4,0.0,0,0,,0,0,0,0.5083,0.0,0.0,0.0,0.1779,Bajo,1
17380,LA DORADA,CALDAS,5.460834,-74.668819,20,6,32582.9,3901.0,0,0,,0,0,0,0.6726,0.0,0.0,0.0,0.2354,Medio,1
17388,LA MERCED,CALDAS,5.39647,-75.546486,17,3,29862.2,1226.0,0,0,,0,0,0,0.6536,0.0,0.0,0.0,0.2288,Medio,1
17433,MANZANARES,CALDAS,5.255699,-75.152829,2,2,6202.9,0.0,0,0,,0,1,1607.6,0.375,0.0,0.0,0.472,0.1784,Bajo,1
17442,MARMATO,CALDAS,5.47422,-75.600049,42,4,1080.4,120.0,0,0,,0,0,0,0.6397,0.0,0.0,0.0,0.2239,Medio,1
17444,MARQUETALIA,CALDAS,5.297525,-75.053097,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
17446,MARULANDA,CALDAS,5.284304,-75.259721,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
17486,NEIRA,CALDAS,5.166895,-75.520006,29,7,28151.0,0.0,0,0,,0,0,0,0.6865,0.0,0.0,0.0,0.2403,Medio,1
17495,NORCASIA,CALDAS,5.574796,-74.889543,1,1,10840.6,1248.0,0,0,,0,10,1560.8,0.4313,0.0,0.0,0.4701,0.198,Medio,1
17513,PÁCORA,CALDAS,5.527172,-75.459621,2,2,0.0,0.0,0,0,,0,1,726.9,0.1856,0.0,0.0,0.4213,0.1071,Bajo,1
17524,PALESTINA,CALDAS,5.017879,-75.624577,36,4,17738.0,296.0,0,0,,0,1,11.8,0.6762,0.0,0.0,0.163,0.253,Medio,1
17541,PENSILVANIA,CALDAS,5.383281,-75.160299,3,1,5433.2,1877.0,0,0,,0,3,439.1,0.3792,0.0,0.0,0.3891,0.1716,Bajo,1
17614,RIOSUCIO,CALDAS,5.423673,-75.702104,4,1,10613.4,7578.0,0,0,,0,0,0,0.4643,0.0,0.0,0.0,0.1625,Bajo,1
17616,RISARALDA,CALDAS,5.164509,-75.76722,0,0,658.3,0.0,0,0,,0,0,0,0.0855,0.0,0.0,0.0,0.0299,Bajo,1
17653,SALAMINA,CALDAS,5.403025,-75.487223,2,1,4666.0,0.0,0,0,,0,2,763.7,0.3441,0.0,0.0,0.4244,0.1629,Bajo,1
17662,SAMANÁ,CALDAS,5.41308,-74.992263,0,0,5284.2,0.0,0,0,,0,2,10037.9,0.3105,0.0,0.0,0.589,0.1676,Bajo,1
17665,SAN JOSÉ,CALDAS,5.08231,-75.792063,0,0,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
17777,SUPÍA,CALDAS,5.446843,-75.64966,29,6,35399.7,6968.0,0,0,,0,0,0,0.7063,0.0,0.0,0.0,0.2472,Medio,1
17867,VICTORIA,CALDAS,5.317437,-74.911239,17,7,23307.6,1592.0,0,0,,0,1,1300.3,0.6287,0.0,0.0,0.4584,0.2659,Alto,1
17873,VILLAMARÍA,CALDAS,5.038925,-75.502487,25,2,25591.4,0.0,0,0,,0,8,1387.6,0.6662,0.0,0.0,0.4626,0.2794,Alto,1
17877,VITERBO,CALDAS,5.062664,-75.87061,26,6,6754.8,258.0,0,0,,0,1,98.8,0.5946,0.0,0.0,0.2943,0.2375,Medio,1
18001,FLORENCIA,CAQUETÁ,1.618196,-75.609831,22,4,18795.8,181.0,1,0,,0,13,846.2,0.6307,0.0,0.0,0.681,0.2888,Alto,1
18029,ALBANIA,CAQUETÁ,1.328526,-75.878375,12,3,9973.5,0.0,1,0,,0,9,517.0,0.5296,0.0,0.0,0.6495,0.2503,Medio,1
18094,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,1.415812,-75.872405,12,3,1613.2,0.0,1,204.0,,0,3,384.0,0.4531,0.5224,0.0,0.6306,0.3784,Crítico,1
18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,1.332371,-74.847867,0,0,0,0,1,22591.0,,0,1,110.8,0.0,0.9839,0.0,0.5515,0.3503,Crítico,1
18205,CURILLO,CAQUETÁ,1.033473,-75.919205,0,0,0,0,1,145.0,,0,1,55.5,0.0,0.4891,0.0,0.5079,0.1975,Medio,1
18247,EL DONCELLO,CAQUETÁ,1.679951,-75.283631,0,0,10104.0,0.0,1,105.0,,0,3,130.8,0.4067,0.4577,0.0,0.5621,0.3359,Crítico,1
18256,EL PAUJÍL,CAQUETÁ,1.570226,-75.326093,8,3,13927.0,0.0,1,121.0,,0,9,771.8,0.5292,0.4714,0.0,0.6751,0.3942,Crítico,1
18410,LA MONTAÑITA,CAQUETÁ,1.479173,-75.436408,0,0,625.0,0.0,1,703.0,,0,24,1401.6,0.082,0.6435,0.0,0.7132,0.2931,Alto,1
18460,MILÁN,CAQUETÁ,1.29021,-75.506926,0,0,0,0,1,424.0,,0,15,1443.7,0.0,0.5939,0.0,0.7151,0.2497,Medio,1
18479,MORELIA,CAQUETÁ,1.486611,-75.724146,3,1,5071.1,4.0,1,23.0,,0,19,2081.9,0.3726,0.3119,0.0,0.7385,0.2978,Alto,1
18592,PUERTO RICO,CAQUETÁ,1.909063,-75.157604,8,2,11710.2,0.0,1,0,,0,10,985.2,0.512,0.0,0.0,0.6907,0.2483,Medio,1
18610,SAN JOSÉ DEL FRAGUA,CAQUETÁ,1.330266,-75.973796,0,0,912.2,0.0,1,238.0,,0,3,76117.9,0.1095,0.5374,0.0,0.9686,0.2964,Alto,1
18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,2.119413,-74.767894,4,2,2835.0,0.0,1,26632.0,,0,3,401.9,0.3478,1.0,0.0,0.6335,0.4851,Crítico,1
18756,SOLANO,CAQUETÁ,0.699077,-75.253702,0,0,3538.3,1343.0,1,6890.0,,0,0,0,0.2555,0.8673,0.0,0.25,0.3746,Crítico,1
18785,SOLITA,CAQUETÁ,0.87654,-75.619902,0,0,0,0,1,129.0,,0,0,0,0.0,0.4777,0.0,0.25,0.1683,Bajo,1
18860,VALPARAÍSO,CAQUETÁ,1.194619,-75.70671,0,0,0,0,1,403.0,,0,4,220.3,0.0,0.589,0.0,0.5952,0.2362,Medio,1
19001,POPAYÁN,CAUCA,2.459641,-76.599377,23,8,24028.8,104.0,0,0,0.67,1,11,124.7,0.6541,0.0,0.33,0.309,0.3423,Crítico,0
19022,ALMAGUER,CAUCA,1.913429,-76.85607,0,0,6299.5,0.0,0,0,,0,0,0,0.3358,0.0,0.0,0.0,0.1175,Bajo,1
19050,ARGELIA,CAUCA,2.257427,-77.24905,0,0,242.3,0.0,1,0,,0,1,7256.7,0.0367,0.0,0.0,0.8183,0.0947,Bajo,1
19075,BALBOA,CAUCA,2.040998,-77.215773,0,0,0.0,0.0,1,0,,0,0,0,0.0,0.0,0.0,0.25,0.025,Bajo,1
19100,BOLÍVAR,CAUCA,1.837538,-76.966215,7,4,10868.3,1125.0,0,0,,0,0,0,0.4963,0.0,0.0,0.0,0.1737,Bajo,1
19110,BUENOS AIRES,CAUCA,3.015382,-76.642238,32,13,23609.8,0.0,1,0,0.835,4,0,0,0.6819,0.0,0.165,0.25,0.3049,Alto,0
19130,CAJIBÍO,CAUCA,2.623371,-76.570682,5,3,7699.7,0.0,1,0,,0,2,29.7,0.4422,0.0,0.0,0.4689,0.2017,Medio,1
19137,CALDONO,CAUCA,2.798059,-76.484319,0,0,6506.9,0.0,1,0,,0,1,1.2,0.3406,0.0,0.0,0.3004,0.1492,Bajo,1
19142,CALOTO,CAUCA,3.034531,-76.408941,27,4,15053.8,0.0,1,0,,0,2,467.0,0.6357,0.0,0.0,0.6431,0.2868,Alto,1
19212,CORINTO,CAUCA,3.173854,-76.261866,14,6,17138.9,0.0,1,0,,0,0,0,0.5863,0.0,0.0,0.25,0.2302,Medio,1
19256,EL TAMBO,CAUCA,2.451409,-76.810911,59,7,47277.2,3407.0,1,0,,0,4,217.0,0.7899,0.0,0.0,0.5942,0.3359,Crítico,1
19290,FLORENCIA,CAUCA,1.682535,-77.072547,0,0,0,0,0,616.0,,0,0,0,0.0,0.6305,0.0,0.0,0.1891,Bajo,1
19300,GUACHENÉ,CAUCA,3.134153,-76.392189,29,4,8226.3,0.0,0,0,,0,0,0,0.6156,0.0,0.0,0.0,0.2155,Medio,1
19318,GUAPI,CAUCA,2.571337,-77.88797,2,2,27623.8,0.0,1,0,,0,0,0,0.5781,0.0,0.0,0.25,0.2273,Medio,1
19355,INZÁ,CAUCA,2.549183,-76.063503,0,0,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
19364,JAMBALÓ,CAUCA,2.777834,-76.323877,0,0,0,0,1,0,,0,0,0,0.0,0.0,0.0,0.25,0.025,Bajo,1
19392,LA SIERRA,CAUCA,2.179383,-76.763278,9,6,17147.6,0.0,0,0,,0,0,0,0.5578,0.0,0.0,0.0,0.1952,Medio,1
19397,LA VEGA,CAUCA,2.001803,-76.778771,0,0,2762.2,0.0,0,0,,0,0,0,0.2239,0.0,0.0,0.0,0.0784,Bajo,1
19418,LÓPEZ DE MICAY,CAUCA,2.846788,-77.247803,0,0,7258.4,0.0,1,0,,0,2,71850.9,0.3567,0.0,0.0,0.9649,0.2213,Medio,1
19450,MERCADERES,CAUCA,1.789193,-77.164319,7,3,2020.0,0.0,1,0,,0,0,0,0.3894,0.0,0.0,0.25,0.1613,Bajo,1
19455,MIRANDA,CAUCA,3.254651,-76.228722,7,4,3709.4,0.0,1,0,,0,0,0,0.4157,0.0,0.0,0.25,0.1705,Bajo,1
19473,MORALES,CAUCA,2.754684,-76.629106,4,2,2146.2,0.0,1,0,0.55,1,1,1.5,0.3323,0.0,0.45,0.3086,0.2597,Alto,0
19513,PADILLA,CAUCA,3.220984,-76.313265,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
19517,PÁEZ,CAUCA,2.645724,-75.970685,5,3,3813.4,0.0,0,0,,0,1,163923.7,0.3858,0.0,0.0,0.7676,0.2118,Medio,1
19532,PATÍA,CAUCA,2.115875,-76.981075,8,4,14762.2,0.0,1,0,,0,0,0,0.5353,0.0,0.0,0.25,0.2124,Medio,1
19533,PIAMONTE,CAUCA,1.11754,-76.327588,3,2,2269.8,0.0,0,599.0,,0,1,97239.2,0.3102,0.6278,0.0,0.7342,0.3703,Crítico,1
19548,PIENDAMÓ - TUNÍA,CAUCA,2.64228,-76.528615,0,0,0.0,0.0,1,0,,0,0,0,0.0,0.0,0.0,0.25,0.025,Bajo,1
19573,PUERTO TEJADA,CAUCA,3.233254,-76.417673,24,4,11796.7,0.0,0,0,,0,0,0,0.6091,0.0,0.0,0.0,0.2132,Medio,1
19585,PURACÉ,CAUCA,2.341507,-76.496698,0,0,375.0,0.0,0,0,,0,20,399.8,0.0538,0.0,0.0,0.3832,0.0571,Bajo,1
19622,ROSAS,CAUCA,2.260941,-76.740336,8,2,14755.3,2096.0,0,0,,0,0,0,0.5352,0.0,0.0,0.0,0.1873,Bajo,1
19693,SAN SEBASTIÁN,CAUCA,1.838451,-76.769467,0,0,0,0,0,41.0,,0,0,0,0.0,0.3668,0.0,0.0,0.11,Bajo,1
19698,SANTANDER DE QUILICHAO,CAUCA,3.015008,-76.485141,5,4,18582.3,153.0,1,0,,0,6,185.2,0.541,0.0,0.0,0.5841,0.2478,Medio,1
19701,SANTA ROSA,CAUCA,1.700916,-76.573252,30,3,11633.3,2011.0,0,222.0,,0,5,11307.2,0.634,0.5306,0.0,0.5967,0.4407,Crítico,1
19743,SILVIA,CAUCA,2.611927,-76.379753,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
19760,SOTARÁ - PAISPAMBA,CAUCA,2.253156,-76.613365,2,1,7136.7,469.0,0,0,0.86,1,21,92411.2,0.3913,0.0,0.14,0.731,0.2451,Medio,0
19780,SUÁREZ,CAUCA,2.959785,-76.69357,15,4,16743.2,0.0,1,0,,0,2,69.1,0.5894,0.0,0.0,0.5217,0.2585,Alto,1
19785,SUCRE,CAUCA,2.038237,-76.926279,0,0,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
19807,TIMBÍO,CAUCA,2.349686,-76.684476,7,7,0.0,0.0,0,0,,0,0,0,0.3513,0.0,0.0,0.0,0.123,Bajo,1
19809,TIMBIQUÍ,CAUCA,2.777312,-77.667541,353,1,17990.0,367.0,1,0,,0,2,12734.3,1.0,0.0,0.0,0.8543,0.4354,Crítico,1
19821,TORIBÍO,CAUCA,2.953017,-76.270284,12,3,10768.9,0.0,1,0,,0,0,0,0.5353,0.0,0.0,0.25,0.2124,Medio,1
19824,TOTORÓ,CAUCA,2.510252,-76.403628,1,1,3153.0,0.0,0,0,,0,25,826.5,0.277,0.0,0.0,0.4295,0.1399,Bajo,1
19845,VILLA RICA,CAUCA,3.17762,-76.458025,31,9,6558.1,1313.0,0,0,0.85,1,0,0,0.617,0.0,0.15,0.0,0.2534,Medio,0
20001,VALLEDUPAR,CESAR,10.460472,-73.259398,91,21,40767.3,0.0,1,0,,0,5,4158.9,0.8259,0.0,0.0,0.7827,0.3673,Crítico,1
20011,AGUACHICA,CESAR,8.306811,-73.614027,10,5,4940.1,930.0,0,0,,0,0,0,0.4678,0.0,0.0,0.0,0.1637,Bajo,1
20013,AGUSTÍN CODAZZI,CESAR,10.040454,-73.238389,2,1,1158.0,0.0,1,0,,0,0,0,0.2408,0.0,0.0,0.25,0.1093,Bajo,1
20032,ASTREA,CESAR,9.498062,-73.975842,2,2,568.0,0.0,0,0,,0,0,0,0.2149,0.0,0.0,0.0,0.0752,Bajo,1
20045,BECERRIL,CESAR,9.704404,-73.278707,6,2,3827.2,0.0,1,0,,0,5,351.9,0.4025,0.0,0.0,0.625,0.2034,Medio,1
20060,BOSCONIA,CESAR,9.975098,-73.888761,35,8,6068.9,0.0,0,0,,0,0,0,0.6318,0.0,0.0,0.0,0.2211,Medio,1
20175,CHIMICHAGUA,CESAR,9.25875,-73.813278,36,3,2036.4,0.0,0,0,,0,2,139744.4,0.6191,0.0,0.0,0.7574,0.2924,Alto,1
20178,CHIRIGUANÁ,CESAR,9.361058,-73.599913,10,5,7769.5,0.0,0,0,0.695,2,0,0,0.4954,0.0,0.305,0.0,0.2496,Medio,0
20228,CURUMANÍ,CESAR,9.201716,-73.540843,71,13,6353.9,0.0,0,0,,0,1,160657.6,0.7368,0.0,0.0,0.7663,0.3345,Crítico,1
20238,EL COPEY,CESAR,10.149883,-73.962703,36,9,5591.8,0.0,0,0,,0,2,139.7,0.6338,0.0,0.0,0.3162,0.2535,Medio,1
20250,EL PASO,CESAR,9.668461,-73.742012,8,1,802.9,0.0,0,0,,0,1,189.8,0.3857,0.0,0.0,0.3357,0.1686,Bajo,1
20295,GAMARRA,CESAR,8.324793,-73.737558,2,2,2464.7,0.0,0,0,0.63,1,0,0,0.2869,0.0,0.37,0.0,0.1929,Medio,0
20310,GONZÁLEZ,CESAR,8.389604,-73.38004,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
20383,LA GLORIA,CESAR,8.619298,-73.80321,14,6,2271.5,0.0,0,0,,0,0,0,0.4814,0.0,0.0,0.0,0.1685,Bajo,1
20400,LA JAGUA DE IBIRICO,CESAR,9.563752,-73.334143,9,2,6413.9,0.0,1,0,,0,0,0,0.4727,0.0,0.0,0.25,0.1904,Bajo,1
20443,MANAURE BALCÓN DEL CESAR,CESAR,10.390776,-73.029472,5,3,0.0,0.0,1,0,,0,3,23361.8,0.3027,0.0,0.0,0.893,0.1952,Medio,1
20517,PAILITAS,CESAR,8.959399,-73.625825,28,5,25649.9,0.0,0,0,,0,0,0,0.676,0.0,0.0,0.0,0.2366,Medio,1
20550,PELAYA,CESAR,8.689451,-73.666735,18,6,269.4,0.0,0,0,,0,1,425.1,0.4998,0.0,0.0,0.3871,0.2136,Medio,1
20570,PUEBLO BELLO,CESAR,10.417321,-73.586211,2,1,0,0,1,0,,0,1,573312.6,0.1856,0.0,0.0,1.0,0.165,Bajo,1
20614,RÍO DE ORO,CESAR,8.292292,-73.386393,4,2,5624.0,998.0,0,0,,0,0,0,0.3993,0.0,0.0,0.0,0.1398,Bajo,1
20621,LA PAZ,CESAR,10.387552,-73.171365,16,9,4122.1,0.0,1,0,0.609,8,0,0,0.5154,0.0,0.391,0.25,0.3031,Alto,0
20710,SAN ALBERTO,CESAR,7.76111,-73.393889,12,9,10237.7,0.0,0,0,,0,1,2838.2,0.5315,0.0,0.0,0.5083,0.2369,Medio,1
20750,SAN DIEGO,CESAR,10.333039,-73.181208,11,5,11180.5,0.0,1,0,,0,0,0,0.5311,0.0,0.0,0.25,0.2109,Medio,1
20770,SAN MARTÍN,CESAR,7.999855,-73.510914,28,7,9170.4,0.0,0,0,,0,0,0,0.6153,0.0,0.0,0.0,0.2154,Medio,1
20787,TAMALAMEQUE,CESAR,8.861725,-73.812172,4,2,3954.0,0.0,0,0,,0,0,0,0.3704,0.0,0.0,0.0,0.1296,Bajo,1
23001,MONTERÍA,CÓRDOBA,8.759789,-75.873096,58,18,23118.2,0.0,0,0,,0,2,772.8,0.7448,0.0,0.0,0.4252,0.3032,Alto,1
23068,AYAPEL,CÓRDOBA,8.313838,-75.146048,0,0,31209.3,853.0,0,0,,0,2,171871.1,0.5866,0.0,0.0,0.7706,0.2824,Alto,1
23079,BUENAVISTA,CÓRDOBA,8.221187,-75.480897,0,0,92.4,31.0,0,0,,0,0,0,0.0149,0.0,0.0,0.0,0.0052,Bajo,1
23090,CANALETE,CÓRDOBA,8.786939,-76.241476,0,0,0,0,0,0,,0,2,171.9,0.0,0.0,0.0,0.3294,0.0329,Bajo,1
23162,CERETÉ,CÓRDOBA,8.888532,-75.796093,0,0,57.3,579.0,0,0,,0,1,1265.0,0.0094,0.0,0.0,0.4567,0.049,Bajo,1
23168,CHIMÁ,CÓRDOBA,9.149698,-75.626886,0,0,0,0,0,0,,0,1,42004.7,0.0,0.0,0.0,0.6805,0.068,Bajo,1
23182,CHINÚ,CÓRDOBA,9.105473,-75.399633,0,0,923.3,0.0,0,0,,0,0,0,0.1105,0.0,0.0,0.0,0.0387,Bajo,1
23189,CIÉNAGA DE ORO,CÓRDOBA,8.875794,-75.620807,3,3,2702.0,716.0,0,0,,0,0,0,0.3214,0.0,0.0,0.0,0.1125,Bajo,1
23300,COTORRA,CÓRDOBA,9.037163,-75.799216,0,0,0,0,0,0,,0,1,326.1,0.0,0.0,0.0,0.3702,0.037,Bajo,1
23350,LA APARTADA,CÓRDOBA,8.050125,-75.336031,0,0,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
23417,LORICA,CÓRDOBA,9.240789,-75.816084,2,2,10712.0,0.0,0,0,,0,1,713.1,0.4424,0.0,0.0,0.4201,0.1968,Medio,1
23419,LOS CÓRDOBAS,CÓRDOBA,8.892098,-76.35518,5,3,6724.0,0.0,0,0,,0,0,0,0.4297,0.0,0.0,0.0,0.1504,Bajo,1
23464,MOMIL,CÓRDOBA,9.240707,-75.67796,3,3,0.0,0.0,0,0,,0,0,0,0.2342,0.0,0.0,0.0,0.082,Bajo,1
23466,MONTELÍBANO,CÓRDOBA,7.973777,-75.416818,30,15,7273.7,0.0,1,0,0.54,1,0,0,0.6158,0.0,0.46,0.25,0.3555,Crítico,0
23500,MOÑITOS,CÓRDOBA,9.245223,-76.1291,0,0,0,0,0,0,,0,1,92.0,0.0,0.0,0.0,0.2898,0.029,Bajo,1
23555,PLANETA RICA,CÓRDOBA,8.4082,-75.583241,11,10,7838.8,0.0,0,0,,0,4,14340.0,0.5048,0.0,0.0,0.6118,0.2379,Medio,1
23570,PUEBLO NUEVO,CÓRDOBA,8.504099,-75.508035,0,0,0,0,0,0,,0,1,242.7,0.0,0.0,0.0,0.3513,0.0351,Bajo,1
23574,PUERTO ESCONDIDO,CÓRDOBA,9.005372,-76.260411,1,1,1750.0,0.0,0,0,,0,0,0,0.2233,0.0,0.0,0.0,0.0782,Bajo,1
23580,PUERTO LIBERTADOR,CÓRDOBA,7.888859,-75.671761,39,16,20602.3,6941.0,1,0,,0,0,0,0.6934,0.0,0.0,0.25,0.2677,Alto,1
23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,9.239295,-75.724987,3,3,0.0,0.0,0,0,,0,0,0,0.2342,0.0,0.0,0.0,0.082,Bajo,1
23660,SAHAGÚN,CÓRDOBA,8.943048,-75.445834,0,0,70.8,582.0,0,0,,0,0,0,0.0116,0.0,0.0,0.0,0.0041,Bajo,1
23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,9.145448,-75.50879,0,0,69.8,0.0,0,0,,0,0,0,0.0114,0.0,0.0,0.0,0.004,Bajo,1
23672,SAN ANTERO,CÓRDOBA,9.376434,-75.76112,0,0,312.1,0.0,0,0,,0,0,0,0.0459,0.0,0.0,0.0,0.0161,Bajo,1
23675,SAN BERNARDO DEL VIENTO,CÓRDOBA,9.35247,-75.955107,0,0,0,0,0,0,,0,1,26463.7,0.0,0.0,0.0,0.651,0.0651,Bajo,1
23678,SAN CARLOS,CÓRDOBA,8.799282,-75.698799,3,1,8318.0,57.0,0,0,,0,1,668.4,0.4242,0.0,0.0,0.4159,0.1901,Bajo,1
23682,SAN JOSÉ DE URÉ,CÓRDOBA,7.787303,-75.533476,9,9,5477.7,0.0,1,0,,0,0,0,0.4628,0.0,0.0,0.25,0.187,Bajo,1
23686,SAN PELAYO,CÓRDOBA,8.958436,-75.835615,0,0,4230.0,0.0,0,0,,0,0,0,0.2795,0.0,0.0,0.0,0.0978,Bajo,1
23807,TIERRALTA,CÓRDOBA,8.170612,-76.059797,10,5,7234.2,0.0,1,0,,0,0,0,0.4905,0.0,0.0,0.25,0.1967,Medio,1
23815,TUCHÍN,CÓRDOBA,9.186625,-75.553962,0,0,0,0,0,0,,0,1,13.5,0.0,0.0,0.0,0.171,0.0171,Bajo,1
23855,VALENCIA,CÓRDOBA,8.255016,-76.150756,10,5,7454.0,0.0,1,0,,0,0,0,0.4925,0.0,0.0,0.25,0.1974,Medio,1
25001,AGUA DE DIOS,CUNDINAMARCA,4.375309,-74.669221,5,3,3323.6,0.0,0,0,,0,1,71.1,0.3772,0.0,0.0,0.2735,0.1594,Bajo,1
25019,ALBÁN,CUNDINAMARCA,4.878022,-74.438261,0,0,0.0,0.0,0,0,,0,1,991.8,0.0,0.0,0.0,0.4411,0.0441,Bajo,1
25035,ANAPOIMA,CUNDINAMARCA,4.562737,-74.528676,1,1,868.5,0.0,0,0,,0,1,11.0,0.178,0.0,0.0,0.1589,0.0782,Bajo,1
25040,ANOLAIMA,CUNDINAMARCA,4.7617,-74.46384,0,0,0,0,0,0,,0,1,4.4,0.0,0.0,0.0,0.1078,0.0108,Bajo,1
25053,ARBELÁEZ,CUNDINAMARCA,4.272534,-74.414901,4,2,510.0,0.0,0,0,,0,0,0,0.2883,0.0,0.0,0.0,0.1009,Bajo,1
25086,BELTRÁN,CUNDINAMARCA,4.802832,-74.741666,0,0,6953.0,0.0,0,0,,0,1,1156.0,0.3503,0.0,0.0,0.4509,0.1677,Bajo,1
25095,BITUIMA,CUNDINAMARCA,4.872171,-74.539609,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
25099,BOJACÁ,CUNDINAMARCA,4.737205,-74.344594,9,3,2100.0,0.0,0,0,,0,2,10657.3,0.4212,0.0,0.0,0.5929,0.2067,Medio,1
25120,CABRERA,CUNDINAMARCA,3.985164,-74.484549,0,0,0,0,0,0,,0,9,218.5,0.0,0.0,0.0,0.3447,0.0345,Bajo,1
25123,CACHIPAY,CUNDINAMARCA,4.730957,-74.435711,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
25126,CAJICÁ,CUNDINAMARCA,4.920009,-74.02298,0,0,2344.0,0.0,0,0,,0,0,0,0.204,0.0,0.0,0.0,0.0714,Bajo,1
25148,CAPARRAPÍ,CUNDINAMARCA,5.34758,-74.491045,14,4,7183.3,1398.0,0,0,,0,1,7.4,0.5236,0.0,0.0,0.1361,0.1969,Medio,1
25151,CÁQUEZA,CUNDINAMARCA,4.404112,-73.946473,20,7,525.2,0.0,0,0,,0,0,0,0.5185,0.0,0.0,0.0,0.1815,Bajo,1
25154,CARMEN DE CARUPA,CUNDINAMARCA,5.349119,-73.901357,8,4,1626.1,116.0,0,0,0.78,1,2,10.1,0.3993,0.0,0.22,0.1539,0.2101,Medio,0
25168,CHAGUANÍ,CUNDINAMARCA,4.948916,-74.593455,2,1,3256.0,0.0,0,0,,0,0,0,0.3098,0.0,0.0,0.0,0.1084,Bajo,1
25175,CHÍA,CUNDINAMARCA,4.866508,-74.05,8,1,2112.0,0.0,0,0,,0,1,0.6,0.4068,0.0,0.0,0.03,0.1454,Bajo,1
25178,CHIPAQUE,CUNDINAMARCA,4.442671,-74.044876,8,2,1899.2,0.0,0,0,0.96,1,2,116.3,0.4036,0.0,0.04,0.3046,0.1817,Bajo,0
25181,CHOACHÍ,CUNDINAMARCA,4.527048,-73.922894,6,2,3895.0,2222.0,0,0,,0,20,12924.6,0.4035,0.0,0.0,0.6052,0.2017,Medio,1
25183,CHOCONTÁ,CUNDINAMARCA,5.145224,-73.683533,3,2,0.0,0.0,0,0,0.79,2,0,0,0.2342,0.0,0.21,0.0,0.1345,Bajo,0
25200,COGUA,CUNDINAMARCA,5.061842,-73.978497,65,5,14388.1,0.0,0,0,,0,5,3782.3,0.7412,0.0,0.0,0.5267,0.3121,Alto,1
25214,COTA,CUNDINAMARCA,4.812564,-74.102569,0,0,0.0,0.0,0,0,,0,2,58.4,0.0,0.0,0.0,0.2611,0.0261,Bajo,1
25224,CUCUNUBÁ,CUNDINAMARCA,5.249795,-73.766113,80,2,8904.8,0.0,0,0,,0,2,3026.3,0.7601,0.0,0.0,0.5124,0.3173,Alto,1
25245,EL COLEGIO,CUNDINAMARCA,4.577951,-74.442261,2,2,1080.0,0.0,0,0,,0,0,0,0.2376,0.0,0.0,0.0,0.0832,Bajo,1
25258,EL PEÑÓN,CUNDINAMARCA,5.248747,-74.290207,0,0,5650.0,0.0,0,0,,0,0,0,0.3201,0.0,0.0,0.0,0.112,Bajo,1
