cod_mpio,municipio,departamento,lat,lon,mineria_titulos,mineria_minerales,mineria_volumen,mineria_regalias,es_pdet,deforestacion_ha,agua_ica_medio,agua_estaciones,runap_areas,runap_hectareas,idx_minero,idx_deforestacion,idx_hidrico,idx_sensibilidad,riesgo_score,riesgo_nivel,hidrico_sin_dato
13052,ARJONA,BOLÍVAR,10.25666,-75.344332,1,1,340.0,0.0,0,0,,0,0,0,0.1436,0.0,0.0,0.0,0.0503,Bajo,1
13062,ARROYOHONDO,BOLÍVAR,10.250075,-75.019215,8,4,530.5,0.0,0,0,,0,0,0,0.3809,0.0,0.0,0.0,0.1333,Bajo,1
13074,BARRANCO DE LOBA,BOLÍVAR,8.947787,-74.104391,45,8,22442.7,2324.0,0,0,,0,0,0,0.714,0.0,0.0,0.0,0.2499,Medio,1
13140,CALAMAR,BOLÍVAR,10.250431,-74.916144,6,3,0,0,0,0,,0,0,0,0.3288,0.0,0.0,0.0,0.1151,Bajo,1
13160,CANTAGALLO,BOLÍVAR,7.378678,-73.914605,0,0,0.0,0.0,1,0,,0,0,0,0.0,0.0,0.0,0.25,0.025,Bajo,1
13188,CICUCO,BOLÍVAR,9.274281,-74.645981,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
13212,CÓRDOBA,BOLÍVAR,9.586942,-74.827399,0,0,59.8,0.0,1,0,,0,1,63984.6,0.0098,0.0,0.0,0.9575,0.0992,Bajo,1
13222,CLEMENCIA,BOLÍVAR,10.567452,-75.328469,2,1,0.0,0.0,0,0,,0,1,43.4,0.1856,0.0,0.0,0.2425,0.0892,Bajo,1
13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,9.718653,-75.121178,0,0,193.1,879.0,1,0,,0,2,203.4,0.0298,0.0,0.0,0.5901,0.0694,Bajo,1
13248,EL GUAMO,BOLÍVAR,10.030958,-74.976084,0,0,0.0,0.0,1,0,,0,1,63.0,0.0,0.0,0.0,0.5159,0.0516,Bajo,1
13268,EL PEÑÓN,BOLÍVAR,8.988271,-73.949274,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
13300,HATILLO DE LOBA,BOLÍVAR,8.956014,-74.077912,5,3,13685.7,620.0,0,0,,0,1,374.5,0.5035,0.0,0.0,0.379,0.2141,Medio,1
13430,MAGANGUÉ,BOLÍVAR,9.263799,-74.766742,0,0,3364.0,2875.0,0,0,0.61,1,0,0,0.2489,0.0,0.39,0.0,0.1846,Bajo,0
13433,MAHATES,BOLÍVAR,10.233285,-75.191643,13,3,10037.2,0.0,0,0,,0,0,0,0.5372,0.0,0.0,0.0,0.188,Bajo,1
13440,MARGARITA,BOLÍVAR,9.15784,-74.285137,0,0,5385.7,899.0,0,0,,0,0,0,0.3132,0.0,0.0,0.0,0.1096,Bajo,1
13442,MARÍA LA BAJA,BOLÍVAR,9.982402,-75.300516,12,5,5205.0,0.0,1,0,,0,1,3898.7,0.4902,0.0,0.0,0.7786,0.2494,Medio,1
13458,MONTECRISTO,BOLÍVAR,8.297234,-74.471176,54,6,11241.6,2725.0,0,0,,0,0,0,0.7085,0.0,0.0,0.0,0.248,Medio,1
13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,9.244241,-74.42818,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
13473,MORALES,BOLÍVAR,8.276558,-73.868172,20,2,13108.5,7590.0,1,0,0.702,5,0,0,0.5963,0.0,0.298,0.25,0.3082,Alto,0
13490,NOROSÍ,BOLÍVAR,8.526259,-74.038003,71,13,13410.5,28.0,0,0,,0,0,0,0.7514,0.0,0.0,0.0,0.263,Alto,1
13549,PINILLOS,BOLÍVAR,8.914947,-74.462279,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
13580,REGIDOR,BOLÍVAR,8.666258,-73.821638,0,0,526.8,0.0,0,0,,0,0,0,0.0715,0.0,0.0,0.0,0.025,Bajo,1
13600,RÍO VIEJO,BOLÍVAR,8.58795,-73.840466,31,9,11936.9,2320.0,0,0,,0,0,0,0.6391,0.0,0.0,0.0,0.2237,Medio,1
13620,SAN CRISTÓBAL,BOLÍVAR,10.392836,-75.065076,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
13647,SAN ESTANISLAO,BOLÍVAR,10.398602,-75.153101,4,2,240.0,0.0,0,0,,0,0,0,0.2798,0.0,0.0,0.0,0.0979,Bajo,1
13650,SAN FERNANDO,BOLÍVAR,9.214183,-74.323811,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
13654,SAN JACINTO,BOLÍVAR,9.830275,-75.12105,0,0,0,0,1,0,,0,10,242.3,0.0,0.0,0.0,0.6012,0.0601,Bajo,1
13655,SAN JACINTO DEL CAUCA,BOLÍVAR,8.25158,-74.721156,0,0,3986.1,0.0,0,0,,0,0,0,0.2714,0.0,0.0,0.0,0.095,Bajo,1
13657,SAN JUAN NEPOMUCENO,BOLÍVAR,9.953751,-75.081761,9,4,1788.1,280.0,1,0,,0,29,1983.4,0.4168,0.0,0.0,0.7354,0.2194,Medio,1
13667,SAN MARTÍN DE LOBA,BOLÍVAR,8.937485,-74.039134,122,10,15873.9,0.0,0,0,,0,0,0,0.8335,0.0,0.0,0.0,0.2917,Alto,1
13670,SAN PABLO,BOLÍVAR,7.476747,-73.924602,0,0,1782.5,0.0,1,0,,0,0,0,0.1729,0.0,0.0,0.25,0.0855,Bajo,1
13673,SANTA CATALINA,BOLÍVAR,10.605294,-75.287855,10,3,4954.1,0.0,0,0,,0,1,416.1,0.4679,0.0,0.0,0.3857,0.2023,Medio,1
13683,SANTA ROSA,BOLÍVAR,10.444396,-75.369824,8,7,3571.7,1192.0,0,0,,0,0,0,0.4277,0.0,0.0,0.0,0.1497,Bajo,1
13688,SANTA ROSA DEL SUR,BOLÍVAR,7.963938,-74.052243,20,8,19109.4,8424.0,1,0,,0,0,0,0.6237,0.0,0.0,0.25,0.2433,Medio,1
13744,SIMITÍ,BOLÍVAR,7.953916,-73.947264,1,1,12905.4,3957.0,1,0,,0,0,0,0.4565,0.0,0.0,0.25,0.1848,Bajo,1
13760,SOPLAVIENTO,BOLÍVAR,10.38839,-75.136404,0,0,69.0,210.0,0,0,,0,0,0,0.0113,0.0,0.0,0.0,0.004,Bajo,1
13780,TALAIGUA NUEVO,BOLÍVAR,9.30403,-74.567479,0,0,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
13810,TIQUISIO,BOLÍVAR,8.558666,-74.262922,23,6,12042.5,638.0,0,0,,0,0,0,0.6056,0.0,0.0,0.0,0.212,Medio,1
13836,TURBACO,BOLÍVAR,10.348316,-75.427249,73,11,10506.1,0.0,0,0,,0,1,166.4,0.7496,0.0,0.0,0.3273,0.2951,Alto,1
13838,TURBANÁ,BOLÍVAR,10.274585,-75.44265,19,6,1821.4,0.0,0,0,,0,0,0,0.5209,0.0,0.0,0.0,0.1823,Bajo,1
13873,VILLANUEVA,BOLÍVAR,10.444089,-75.275613,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
13894,ZAMBRANO,BOLÍVAR,9.746306,-74.817879,0,0,0.0,0.0,1,0,,0,0,0,0.0,0.0,0.0,0.25,0.025,Bajo,1
15001,TUNJA,BOYACÁ,5.53988,-73.355539,68,10,35924.4,782.0,0,0,,0,0,0,0.7862,0.0,0.0,0.0,0.2752,Alto,1
15022,ALMEIDA,BOYACÁ,4.970857,-73.378933,6,2,304.2,796.0,0,0,,0,0,0,0.336,0.0,0.0,0.0,0.1176,Bajo,1
15047,AQUITANIA,BOYACÁ,5.518602,-72.88399,2,1,1020.0,0.0,0,0,0.867,5,0,0,0.2351,0.0,0.133,0.0,0.1155,Bajo,0
15051,ARCABUCO,BOYACÁ,5.755673,-73.437503,34,8,6618.0,0.0,0,0,,0,16,5150.7,0.6299,0.0,0.0,0.5464,0.2751,Alto,1
15087,BELÉN,BOYACÁ,5.98923,-72.911641,1,1,5789.8,0.0,0,0,,0,1,28898.7,0.3468,0.0,0.0,0.6566,0.187,Bajo,1
15090,BERBEO,BOYACÁ,5.227451,-73.12721,2,2,7411.0,0.0,0,0,,0,0,0,0.3958,0.0,0.0,0.0,0.1385,Bajo,1
15092,BETÉITIVA,BOYACÁ,5.909978,-72.809014,16,6,8938.5,674.0,0,0,,0,0,0,0.5501,0.0,0.0,0.0,0.1925,Medio,1
15097,BOAVITA,BOYACÁ,6.330703,-72.584905,1,1,11891.3,0.0,0,0,,0,0,0,0.4446,0.0,0.0,0.0,0.1556,Bajo,1
15104,BOYACÁ,BOYACÁ,5.454578,-73.361945,15,4,8258.3,0.0,0,0,,0,0,0,0.5387,0.0,0.0,0.0,0.1885,Bajo,1
15106,BRICEÑO,BOYACÁ,5.690879,-73.92326,5,3,958.9,0.0,0,0,,0,0,0,0.3278,0.0,0.0,0.0,0.1147,Bajo,1
15109,BUENAVISTA,BOYACÁ,5.512594,-73.94217,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15114,BUSBANZÁ,BOYACÁ,5.831393,-72.884158,8,3,438.1,0.0,0,0,,0,0,0,0.3793,0.0,0.0,0.0,0.1328,Bajo,1
15131,CALDAS,BOYACÁ,5.55458,-73.865553,1,1,0.0,0.0,0,0,,0,0,0,0.1171,0.0,0.0,0.0,0.041,Bajo,1
15135,CAMPOHERMOSO,BOYACÁ,5.031676,-73.104173,0,0,0,0,0,0,,0,1,6585.1,0.0,0.0,0.0,0.5621,0.0562,Bajo,1
15162,CERINZA,BOYACÁ,5.955939,-72.947918,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15172,CHINAVITA,BOYACÁ,5.167486,-73.368476,8,2,0,0,0,0,,0,1,25099.2,0.3712,0.0,0.0,0.6476,0.1947,Medio,1
15176,CHIQUINQUIRÁ,BOYACÁ,5.61379,-73.818745,0,0,1122.0,0.0,0,0,,0,0,0,0.1271,0.0,0.0,0.0,0.0445,Bajo,1
15180,CHISCAS,BOYACÁ,6.553136,-72.500957,0,0,5821.9,0.0,0,0,,0,0,0,0.3244,0.0,0.0,0.0,0.1135,Bajo,1
15183,CHITA,BOYACÁ,6.187083,-72.471892,7,4,7478.6,0.0,0,0,,0,0,0,0.4628,0.0,0.0,0.0,0.162,Bajo,1
15185,CHITARAQUE,BOYACÁ,6.027425,-73.4471,2,2,2450.8,0.0,0,0,,0,0,0,0.2865,0.0,0.0,0.0,0.1003,Bajo,1
15187,CHIVATÁ,BOYACÁ,5.558949,-73.282529,31,4,30630.8,0.0,0,0,,0,0,0,0.699,0.0,0.0,0.0,0.2446,Medio,1
15189,CIÉNEGA,BOYACÁ,5.408694,-73.296049,3,1,0.0,0.0,0,0,,0,0,0,0.2342,0.0,0.0,0.0,0.082,Bajo,1
15204,CÓMBITA,BOYACÁ,5.634545,-73.323957,19,3,14974.1,0.0,0,0,,0,1,5.0,0.6006,0.0,0.0,0.1145,0.2217,Medio,1
15212,COPER,BOYACÁ,5.475074,-74.045636,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15215,CORRALES,BOYACÁ,5.828064,-72.844795,84,7,11859.5,945.0,0,0,,0,0,0,0.7727,0.0,0.0,0.0,0.2704,Alto,1
15218,COVARACHÍA,BOYACÁ,6.500177,-72.738978,0,0,130.0,2637.0,0,0,,0,0,0,0.0206,0.0,0.0,0.0,0.0072,Bajo,1
15223,CUBARÁ,BOYACÁ,6.997275,-72.107939,2,1,6296.0,0.0,0,0,,0,0,0,0.3767,0.0,0.0,0.0,0.1318,Bajo,1
15224,CUCAITA,BOYACÁ,5.544452,-73.454338,10,4,13685.2,0.0,0,0,,0,1,158.3,0.5417,0.0,0.0,0.3242,0.222,Medio,1
15226,CUÍTIVA,BOYACÁ,5.580367,-72.965923,5,3,3115.0,0.0,0,0,,0,0,0,0.3734,0.0,0.0,0.0,0.1307,Bajo,1
15232,CHÍQUIZA,BOYACÁ,5.639834,-73.449463,23,5,225.2,0.0,0,0,,0,3,6897.3,0.5385,0.0,0.0,0.5651,0.245,Medio,1
15236,CHIVOR,BOYACÁ,4.888173,-73.368398,27,5,4436.2,0.0,0,0,,0,1,127.1,0.5878,0.0,0.0,0.3102,0.2367,Medio,1
15238,DUITAMA,BOYACÁ,5.822964,-73.03063,15,3,3036.3,0.0,0,0,,0,1,54.5,0.4978,0.0,0.0,0.2568,0.1999,Medio,1
15244,EL COCUY,BOYACÁ,6.407738,-72.444537,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15248,EL ESPINO,BOYACÁ,6.483027,-72.497007,0,0,1667.6,0.0,0,0,,0,0,0,0.1658,0.0,0.0,0.0,0.058,Bajo,1
15272,FIRAVITOBA,BOYACÁ,5.668885,-72.993392,34,4,6376.2,877.0,0,0,,0,1,1.6,0.629,0.0,0.0,0.0611,0.2263,Medio,1
15276,FLORESTA,BOYACÁ,5.859519,-72.918111,0,0,661.7,0.0,0,0,,0,0,0,0.0858,0.0,0.0,0.0,0.03,Bajo,1
15293,GACHANTIVÁ,BOYACÁ,5.751891,-73.549092,27,6,1259.0,1055.0,0,0,,0,17,1637.4,0.5704,0.0,0.0,0.4732,0.247,Medio,1
15296,GÁMEZA,BOYACÁ,5.802333,-72.80553,54,7,9641.5,0.0,0,0,,0,0,0,0.7043,0.0,0.0,0.0,0.2465,Medio,1
15299,GARAGOA,BOYACÁ,5.083234,-73.364413,9,3,12144.4,0.0,0,0,,0,0,0,0.5233,0.0,0.0,0.0,0.1832,Bajo,1
15317,GUACAMAYAS,BOYACÁ,6.459667,-72.500812,15,2,1270.0,0.0,0,0,,0,0,0,0.4813,0.0,0.0,0.0,0.1685,Bajo,1
15322,GUATEQUE,BOYACÁ,5.007321,-73.471207,4,2,649.6,793.0,0,0,0.67,1,0,0,0.2926,0.0,0.33,0.0,0.1849,Bajo,0
15325,GUAYATÁ,BOYACÁ,4.967122,-73.489698,13,4,16595.8,0.0,0,0,,0,1,8992.5,0.578,0.0,0.0,0.582,0.2605,Alto,1
15332,GÜICÁN DE LA SIERRA,BOYACÁ,6.462864,-72.411763,1,1,280.0,0.0,0,0,0.845,3,1,305717.4,0.1392,0.0,0.155,0.8074,0.1682,Bajo,0
15362,IZA,BOYACÁ,5.611577,-72.979559,14,8,28253.2,0.0,0,0,,0,0,0,0.6365,0.0,0.0,0.0,0.2228,Medio,1
15367,JENESANO,BOYACÁ,5.385813,-73.363738,1,1,5281.6,0.0,0,0,,0,0,0,0.3354,0.0,0.0,0.0,0.1174,Bajo,1
15368,JERICÓ,BOYACÁ,6.145735,-72.571122,28,7,19522.9,0.0,0,0,,0,0,0,0.6559,0.0,0.0,0.0,0.2296,Medio,1
15377,LABRANZAGRANDE,BOYACÁ,5.562687,-72.57777,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15380,LA CAPILLA,BOYACÁ,5.095687,-73.444347,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15401,LA VICTORIA,BOYACÁ,5.523792,-74.234393,6,1,5634.0,0.0,0,0,,0,0,0,0.4285,0.0,0.0,0.0,0.15,Bajo,1
15403,LA UVITA,BOYACÁ,6.31616,-72.559982,11,3,10107.9,407.0,0,0,,0,0,0,0.5231,0.0,0.0,0.0,0.1831,Bajo,1
15407,VILLA DE LEYVA,BOYACÁ,5.632455,-73.524948,33,7,9957.3,0.0,0,0,,0,4,6.9,0.6392,0.0,0.0,0.1321,0.2369,Medio,1
15425,MACANAL,BOYACÁ,4.972464,-73.319593,16,3,1413.0,0.0,0,0,,0,1,3389.9,0.4922,0.0,0.0,0.5197,0.2242,Medio,1
15442,MARIPÍ,BOYACÁ,5.550091,-74.00405,34,4,20734.6,0.0,0,0,,0,0,0,0.6793,0.0,0.0,0.0,0.2378,Medio,1
15455,MIRAFLORES,BOYACÁ,5.196515,-73.14563,10,4,20020.0,0.0,0,0,,0,1,2109.3,0.5803,0.0,0.0,0.4893,0.252,Medio,1
15464,MONGUA,BOYACÁ,5.754242,-72.79809,29,1,7103.9,0.0,0,0,,0,0,0,0.6105,0.0,0.0,0.0,0.2137,Medio,1
15466,MONGUÍ,BOYACÁ,5.723486,-72.849292,5,3,8241.9,0.0,0,0,,0,1,49767.6,0.4488,0.0,0.0,0.6914,0.2262,Medio,1
15469,MONIQUIRÁ,BOYACÁ,5.876331,-73.573374,18,3,1415.5,0.0,0,0,,0,0,0,0.5096,0.0,0.0,0.0,0.1784,Bajo,1
15476,MOTAVITA,BOYACÁ,5.5777,-73.367841,18,4,22758.5,0.0,0,0,,0,0,0,0.6305,0.0,0.0,0.0,0.2207,Medio,1
15480,MUZO,BOYACÁ,5.532758,-74.10269,47,4,7590.9,0.0,0,0,,0,0,0,0.6788,0.0,0.0,0.0,0.2376,Medio,1
15491,NOBSA,BOYACÁ,5.768046,-72.937042,32,7,2250.0,0.0,0,0,,0,0,0,0.6019,0.0,0.0,0.0,0.2107,Medio,1
15494,NUEVO COLÓN,BOYACÁ,5.355317,-73.456759,2,2,80.0,0.0,0,0,,0,1,685.9,0.1901,0.0,0.0,0.4176,0.1083,Bajo,1
15500,OICATÁ,BOYACÁ,5.595235,-73.308399,22,1,7911.7,0.0,0,0,,0,0,0,0.5797,0.0,0.0,0.0,0.2029,Medio,1
15507,OTANCHE,BOYACÁ,5.657536,-74.180965,8,2,2136.0,0.0,0,0,,0,2,21546.5,0.4072,0.0,0.0,0.6379,0.2063,Medio,1
15511,PACHAVITA,BOYACÁ,5.140065,-73.396953,0,0,2488.0,0.0,0,0,,0,0,0,0.2111,0.0,0.0,0.0,0.0739,Bajo,1
15514,PÁEZ,BOYACÁ,5.097319,-73.052737,4,2,11573.3,926.0,0,0,,0,0,0,0.4744,0.0,0.0,0.0,0.166,Bajo,1
15516,PAIPA,BOYACÁ,5.779894,-73.11782,92,9,34086.8,509.0,0,0,,0,2,8125.3,0.8185,0.0,0.0,0.5755,0.344,Crítico,1
15518,PAJARITO,BOYACÁ,5.293783,-72.703231,0,0,0,0,0,0,0.837,3,2,4668.8,0.0,0.0,0.163,0.5401,0.0948,Bajo,0
15522,PANQUEBA,BOYACÁ,6.443416,-72.459424,0,0,2830.0,0.0,0,0,,0,0,0,0.2269,0.0,0.0,0.0,0.0794,Bajo,1
15531,PAUNA,BOYACÁ,5.656323,-73.978449,13,4,3136.5,0.0,0,0,,0,0,0,0.48,0.0,0.0,0.0,0.168,Bajo,1
15533,PAYA,BOYACÁ,5.625699,-72.423775,2,2,0,0,0,0,,0,0,0,0.1856,0.0,0.0,0.0,0.065,Bajo,1
15537,PAZ DE RÍO,BOYACÁ,5.987645,-72.749137,20,6,26519.2,0.0,0,0,,0,0,0,0.6523,0.0,0.0,0.0,0.2283,Medio,1
15542,PESCA,BOYACÁ,5.558808,-73.050872,22,13,42743.1,228.0,0,0,,0,0,0,0.7072,0.0,0.0,0.0,0.2475,Medio,1
15550,PISBA,BOYACÁ,5.72141,-72.486023,0,0,0.0,0.0,0,0,,0,1,4735.9,0.0,0.0,0.0,0.541,0.0541,Bajo,1
15572,PUERTO BOYACÁ,BOYACÁ,5.976646,-74.587782,45,7,22060.6,1590.0,0,0,0.7,3,0,0,0.713,0.0,0.3,0.0,0.3245,Alto,0
15580,QUÍPAMA,BOYACÁ,5.52055,-74.180033,55,2,18592.2,0.0,0,0,,0,0,0,0.7285,0.0,0.0,0.0,0.255,Medio,1
15599,RAMIRIQUÍ,BOYACÁ,5.400303,-73.334839,8,2,18349.6,0.0,0,0,,0,0,0,0.559,0.0,0.0,0.0,0.1957,Medio,1
15600,RÁQUIRA,BOYACÁ,5.539136,-73.632543,24,3,6001.8,0.0,0,0,,0,2,12.2,0.5802,0.0,0.0,0.1649,0.2196,Medio,1
15621,RONDÓN,BOYACÁ,5.357378,-73.208474,6,2,15023.6,700.0,0,0,,0,1,20.6,0.5224,0.0,0.0,0.1964,0.2025,Medio,1
15632,SABOYÁ,BOYACÁ,5.697756,-73.764456,4,1,9915.1,0.0,0,0,,0,0,0,0.4566,0.0,0.0,0.0,0.1598,Bajo,1
15638,SÁCHICA,BOYACÁ,5.584305,-73.542539,8,6,11068.1,0.0,0,0,,0,0,0,0.5067,0.0,0.0,0.0,0.1773,Bajo,1
15646,SAMACÁ,BOYACÁ,5.492161,-73.485589,31,6,25945.9,53.0,0,0,,0,0,0,0.6859,0.0,0.0,0.0,0.2401,Medio,1
15660,SAN EDUARDO,BOYACÁ,5.22401,-73.077747,2,2,0,0,0,0,,0,0,0,0.1856,0.0,0.0,0.0,0.065,Bajo,1
15664,SAN JOSÉ DE PARE,BOYACÁ,6.018924,-73.545397,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15667,SAN LUIS DE GACENO,BOYACÁ,4.81976,-73.168076,12,3,6218.0,0.0,0,0,,0,0,0,0.4994,0.0,0.0,0.0,0.1748,Bajo,1
15673,SAN MATEO,BOYACÁ,6.401683,-72.555264,23,2,3200.2,0.0,0,0,,0,0,0,0.5581,0.0,0.0,0.0,0.1953,Medio,1
15676,SAN MIGUEL DE SEMA,BOYACÁ,5.518083,-73.722009,0,0,0.0,0.0,0,0,,0,2,402.7,0.0,0.0,0.0,0.3836,0.0384,Bajo,1
15681,SAN PABLO DE BORBUR,BOYACÁ,5.650743,-74.069963,42,5,23345.2,778.0,0,0,,0,0,0,0.7087,0.0,0.0,0.0,0.248,Medio,1
15686,SANTANA,BOYACÁ,6.056866,-73.481639,2,2,170.9,0.0,0,0,,0,0,0,0.195,0.0,0.0,0.0,0.0682,Bajo,1
15690,SANTA MARÍA,BOYACÁ,4.857193,-73.263518,3,1,8566.6,0.0,0,0,,0,4,19437.2,0.4276,0.0,0.0,0.6313,0.2128,Medio,1
15693,SANTA ROSA DE VITERBO,BOYACÁ,5.874547,-72.982461,2,2,14660.0,0.0,0,0,,0,0,0,0.4851,0.0,0.0,0.0,0.1698,Bajo,1
15696,SANTA SOFÍA,BOYACÁ,5.713269,-73.602707,0,0,0,0,0,0,,0,3,2125.3,0.0,0.0,0.0,0.4898,0.049,Bajo,1
15720,SATIVANORTE,BOYACÁ,6.131132,-72.708458,20,5,14917.1,0.0,0,0,,0,0,0,0.6051,0.0,0.0,0.0,0.2118,Medio,1
15723,SATIVASUR,BOYACÁ,6.093183,-72.712435,50,6,8250.7,0.0,0,0,,0,0,0,0.6896,0.0,0.0,0.0,0.2414,Medio,1
15740,SIACHOQUE,BOYACÁ,5.511811,-73.24466,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15753,SOATÁ,BOYACÁ,6.331945,-72.684051,2,1,5902.0,0.0,0,0,,0,0,0,0.3694,0.0,0.0,0.0,0.1293,Bajo,1
15755,SOCOTÁ,BOYACÁ,6.041162,-72.636653,58,6,7008.2,325.0,0,0,,0,0,0,0.7079,0.0,0.0,0.0,0.2478,Medio,1
15757,SOCHA,BOYACÁ,5.996717,-72.691963,79,8,2848.2,600.0,0,0,,0,1,35144.7,0.7463,0.0,0.0,0.6692,0.3281,Crítico,1
15759,SOGAMOSO,BOYACÁ,5.723976,-72.924355,229,19,37540.3,1522.0,0,0,,0,1,0.9,0.9443,0.0,0.0,0.041,0.3346,Crítico,1
15761,SOMONDOCO,BOYACÁ,4.985726,-73.433393,30,6,22413.5,0.0,0,0,0.793,3,0,0,0.6721,0.0,0.207,0.0,0.287,Alto,0
15762,SORA,BOYACÁ,5.56684,-73.450153,21,5,4552.8,0.0,0,0,,0,0,0,0.554,0.0,0.0,0.0,0.1939,Medio,1
15763,SOTAQUIRÁ,BOYACÁ,5.764986,-73.246585,15,3,9260.8,0.0,0,0,,0,0,0,0.5456,0.0,0.0,0.0,0.191,Medio,1
15764,SORACÁ,BOYACÁ,5.500898,-73.332804,2,1,4968.7,0.0,0,0,,0,1,39.2,0.3507,0.0,0.0,0.2361,0.1464,Bajo,1
15774,SUSACÓN,BOYACÁ,6.230332,-72.690289,0,0,4135.8,0.0,0,0,,0,0,0,0.2764,0.0,0.0,0.0,0.0967,Bajo,1
15776,SUTAMARCHÁN,BOYACÁ,5.619781,-73.620536,1,1,0.0,0.0,0,0,,0,0,0,0.1171,0.0,0.0,0.0,0.041,Bajo,1
15778,SUTATENZA,BOYACÁ,5.022989,-73.452317,14,3,8062.5,0.0,0,0,0.74,1,0,0,0.5302,0.0,0.26,0.0,0.2506,Medio,0
15790,TASCO,BOYACÁ,5.909821,-72.781011,87,10,23859.9,0.0,0,0,,0,0,0,0.797,0.0,0.0,0.0,0.2789,Alto,1
15798,TENZA,BOYACÁ,5.076781,-73.421176,4,2,768.5,0.0,0,0,0.91,1,0,0,0.2961,0.0,0.09,0.0,0.1261,Bajo,0
15804,TIBANÁ,BOYACÁ,5.317251,-73.396457,10,3,710.6,0.0,0,0,,0,1,155.0,0.4157,0.0,0.0,0.3228,0.1778,Bajo,1
15806,TIBASOSA,BOYACÁ,5.74723,-72.999449,20,1,1565.6,0.0,0,0,,0,0,0,0.5265,0.0,0.0,0.0,0.1843,Bajo,1
15808,TINJACÁ,BOYACÁ,5.579713,-73.646847,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15810,TIPACOQUE,BOYACÁ,6.419203,-72.691729,0,0,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15814,TOCA,BOYACÁ,5.566464,-73.184794,0,0,2858.3,0.0,0,0,,0,1,16504.1,0.2281,0.0,0.0,0.6208,0.1419,Bajo,1
15816,TOGÜÍ,BOYACÁ,5.937438,-73.513655,0,0,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15820,TÓPAGA,BOYACÁ,5.768201,-72.832245,143,9,12196.3,0.0,0,0,,0,0,0,0.8534,0.0,0.0,0.0,0.2987,Alto,1
15822,TOTA,BOYACÁ,5.560497,-72.985898,7,6,3505.4,0.0,0,0,,0,0,0,0.4127,0.0,0.0,0.0,0.1444,Bajo,1
15832,TUNUNGUÁ,BOYACÁ,5.730582,-73.933155,0,0,70.0,0.0,0,0,,0,0,0,0.0114,0.0,0.0,0.0,0.004,Bajo,1
15835,TURMEQUÉ,BOYACÁ,5.323261,-73.491825,5,4,5878.2,0.0,0,0,,0,0,0,0.4181,0.0,0.0,0.0,0.1463,Bajo,1
15837,TUTA,BOYACÁ,5.689082,-73.230285,27,4,21436.6,100.0,0,0,,0,1,6.6,0.659,0.0,0.0,0.1297,0.2436,Medio,1
15839,TUTAZÁ,BOYACÁ,6.032608,-72.856035,0,0,1299.0,0.0,0,0,,0,0,0,0.1406,0.0,0.0,0.0,0.0492,Bajo,1
15842,ÚMBITA,BOYACÁ,5.221176,-73.456917,16,4,14840.6,0.0,0,0,,0,1,11572.2,0.5847,0.0,0.0,0.5981,0.2645,Alto,1
15861,VENTAQUEMADA,BOYACÁ,5.368739,-73.522368,15,6,7225.4,500.0,0,0,0.853,4,2,11158.8,0.5314,0.0,0.147,0.5958,0.2823,Alto,0
15879,VIRACACHÁ,BOYACÁ,5.436833,-73.296894,0,0,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0.0,Bajo,1
15897,ZETAQUIRA,BOYACÁ,5.283443,-73.17098,1,1,1417.0,0.0,0,0,,0,0,0,0.2076,0.0,0.0,0.0,0.0727,Bajo,1
