cod_mpio,municipio,nivel_predicho,conjunto_conformal,tamano_conjunto,certeza_calibrada
5376,LA CEJA,Bajo,Bajo,1,Alta
5380,LA ESTRELLA,Bajo,Bajo,1,Alta
5390,LA PINTADA,Medio,Medio,1,Alta
5400,LA UNIÓN,Medio,Medio,1,Alta
5411,LIBORINA,Bajo,Bajo,1,Alta
5425,MACEO,Medio,Medio,1,Alta
5440,MARINILLA,Bajo,Bajo,1,Alta
5467,MONTEBELLO,Bajo,Bajo,1,Alta
5475,MURINDÓ,Bajo,Bajo,1,Alta
5480,MUTATÁ,Alto,Alto,1,Alta
5483,NARIÑO,Medio,Medio,1,Alta
5490,NECOCLÍ,Bajo,Bajo,1,Alta
5495,NECHÍ,Crítico,Crítico,1,Alta
5501,OLAYA,Bajo,Bajo,1,Alta
5541,PEÑOL,Bajo,Bajo,1,Alta
5543,PEQUE,Bajo,Bajo,1,Alta
5576,PUEBLORRICO,Bajo,Bajo,1,Alta
5579,PUERTO BERRÍO,Alto,Alto,1,Alta
5585,PUERTO NARE,Medio,Medio,1,Alta
5591,PUERTO TRIUNFO,Alto,Alto,1,Alta
5604,REMEDIOS,Alto,Alto,1,Alta
5607,RETIRO,Medio,Medio,1,Alta
5615,RIONEGRO,Medio,Medio,1,Alta
5628,SABANALARGA,Bajo,Bajo,1,Alta
5631,SABANETA,Bajo,Bajo,1,Alta
5642,SALGAR,Bajo,Bajo,1,Alta
5647,SAN ANDRÉS DE CUERQUÍA,Bajo,Bajo,1,Alta
5649,SAN CARLOS,Medio,Medio,1,Alta
5652,SAN FRANCISCO,Bajo,Bajo,1,Alta
5656,SAN JERÓNIMO,Bajo,Bajo,1,Alta
5658,SAN JOSÉ DE LA MONTAÑA,Bajo,Bajo,1,Alta
5659,SAN JUAN DE URABÁ,Bajo,Bajo,1,Alta
5660,SAN LUIS,Medio,Medio,1,Alta
5664,SAN PEDRO DE LOS MILAGROS,Bajo,Bajo,1,Alta
5665,SAN PEDRO DE URABÁ,Bajo,Bajo,1,Alta
5667,SAN RAFAEL,Medio,Medio,1,Alta
5670,SAN ROQUE,Medio,Medio,1,Alta
5674,SAN VICENTE FERRER,Bajo,Bajo,1,Alta
5679,SANTA BÁRBARA,Bajo,Bajo,1,Alta
5686,SANTA ROSA DE OSOS,Medio,Medio / Alto,2,Media
5690,SANTO DOMINGO,Medio,Medio,1,Alta
5697,EL SANTUARIO,Bajo,Bajo,1,Alta
5736,SEGOVIA,Alto,Alto,1,Alta
5756,SONSÓN,Medio,Medio,1,Alta
5761,SOPETRÁN,Medio,Medio,1,Alta
5789,TÁMESIS,Bajo,Bajo,1,Alta
5790,TARAZÁ,Medio,Medio,1,Alta
5792,TARSO,Medio,Medio,1,Alta
5809,TITIRIBÍ,Medio,Medio,1,Alta
5819,TOLEDO,Bajo,Bajo,1,Alta
5837,TURBO,Bajo,Bajo,1,Alta
5842,URAMITA,Bajo,Bajo,1,Alta
5847,URRAO,Bajo,Bajo,1,Alta
5854,VALDIVIA,Alto,Alto,1,Alta
5856,VALPARAÍSO,Bajo,Bajo,1,Alta
5858,VEGACHÍ,Medio,Medio,1,Alta
5861,VENECIA,Bajo,Bajo,1,Alta
5873,VIGÍA DEL FUERTE,Bajo,Bajo,1,Alta
5885,YALÍ,Medio,Medio,1,Alta
5887,YARUMAL,Medio,Medio,1,Alta
5890,YOLOMBÓ,Medio,Medio,1,Alta
5893,YONDÓ,Bajo,Bajo,1,Alta
5895,ZARAGOZA,Alto,Alto,1,Alta
8001,BARRANQUILLA,Medio,Medio,1,Alta
8078,BARANOA,Bajo,Bajo,1,Alta
8137,CAMPO DE LA CRUZ,Bajo,Bajo,1,Alta
8141,CANDELARIA,Bajo,Bajo,1,Alta
8296,GALAPA,Bajo,Bajo,1,Alta
8372,JUAN DE ACOSTA,Bajo,Bajo,1,Alta
8421,LURUACO,Alto,Alto,1,Alta
8433,MALAMBO,Bajo,Bajo,1,Alta
8436,MANATÍ,Bajo,Bajo,1,Alta
8520,PALMAR DE VARELA,Bajo,Bajo,1,Alta
8549,PIOJÓ,Bajo,Bajo,1,Alta
8558,POLONUEVO,Bajo,Bajo,1,Alta
8560,PONEDERA,Bajo,Bajo,1,Alta
8573,PUERTO COLOMBIA,Medio,Medio,1,Alta
8606,REPELÓN,Alto,Medio / Alto,2,Media
8634,SABANAGRANDE,Bajo,Bajo,1,Alta
8638,SABANALARGA,Bajo,Bajo,1,Alta
8675,SANTA LUCÍA,Bajo,Bajo,1,Alta
8685,SANTO TOMÁS,Bajo,Bajo,1,Alta
8758,SOLEDAD,Bajo,Bajo,1,Alta
8770,SUAN,Bajo,Bajo,1,Alta
8832,TUBARÁ,Bajo,Bajo,1,Alta
8849,USIACURÍ,Bajo,Bajo,1,Alta
11001,"BOGOTÁ, D.C.",Alto,Alto,1,Alta
13001,CARTAGENA DE INDIAS,Alto,Alto,1,Alta
13006,ACHÍ,Bajo,Bajo,1,Alta
13030,ALTOS DEL ROSARIO,Medio,Medio,1,Alta
13042,ARENAL,Medio,Medio,1,Alta
13052,ARJONA,Bajo,Bajo,1,Alta
13062,ARROYOHONDO,Medio,Medio,1,Alta
13074,BARRANCO DE LOBA,Alto,Alto,1,Alta
13140,CALAMAR,Bajo,Bajo,1,Alta
13160,CANTAGALLO,Bajo,Bajo,1,Alta
13188,CICUCO,Bajo,Bajo,1,Alta
13212,CÓRDOBA,Medio,Medio,1,Alta
13222,CLEMENCIA,Bajo,Bajo,1,Alta
13244,EL CARMEN DE BOLÍVAR,Bajo,Bajo,1,Alta
13248,EL GUAMO,Bajo,Bajo,1,Alta
13268,EL PEÑÓN,Bajo,Bajo,1,Alta
13300,HATILLO DE LOBA,Medio,Medio,1,Alta
13430,MAGANGUÉ,Alto,Alto,1,Alta
13433,MAHATES,Bajo,Bajo,1,Alta
13440,MARGARITA,Bajo,Bajo,1,Alta
13442,MARÍA LA BAJA,Medio,Medio,1,Alta
13458,MONTECRISTO,Alto,Alto,1,Alta
13468,SANTA CRUZ DE MOMPOX,Bajo,Bajo,1,Alta
13473,MORALES,Crítico,Crítico,1,Alta
13490,NOROSÍ,Medio,Medio,1,Alta
13549,PINILLOS,Bajo,Bajo,1,Alta
13580,REGIDOR,Bajo,Bajo,1,Alta
13600,RÍO VIEJO,Alto,Alto,1,Alta
13620,SAN CRISTÓBAL,Bajo,Bajo,1,Alta
13647,SAN ESTANISLAO,Bajo,Bajo,1,Alta
13650,SAN FERNANDO,Bajo,Bajo,1,Alta
13654,SAN JACINTO,Bajo,Bajo,1,Alta
13655,SAN JACINTO DEL CAUCA,Bajo,Bajo,1,Alta
13657,SAN JUAN NEPOMUCENO,Alto,Alto,1,Alta
13667,SAN MARTÍN DE LOBA,Crítico,Crítico,1,Alta
13670,SAN PABLO,Bajo,Bajo,1,Alta
13673,SANTA CATALINA,Alto,Alto,1,Alta
13683,SANTA ROSA,Medio,Medio,1,Alta
13688,SANTA ROSA DEL SUR,Crítico,Crítico,1,Alta
13744,SIMITÍ,Medio,Medio,1,Alta
13760,SOPLAVIENTO,Bajo,Bajo,1,Alta
13780,TALAIGUA NUEVO,Bajo,Bajo,1,Alta
13810,TIQUISIO,Alto,Alto,1,Alta
13836,TURBACO,Alto,Alto,1,Alta
13838,TURBANÁ,Bajo,Bajo,1,Alta
13873,VILLANUEVA,Bajo,Bajo,1,Alta
13894,ZAMBRANO,Bajo,Bajo,1,Alta
15001,TUNJA,Medio,Medio,1,Alta
15022,ALMEIDA,Bajo,Bajo,1,Alta
15047,AQUITANIA,Bajo,Bajo,1,Alta
15051,ARCABUCO,Medio,Medio,1,Alta
15087,BELÉN,Bajo,Bajo,1,Alta
15090,BERBEO,Bajo,Bajo,1,Alta
15092,BETÉITIVA,Bajo,Bajo,1,Alta
15097,BOAVITA,Medio,Medio,1,Alta
15104,BOYACÁ,Bajo,Bajo,1,Alta
15106,BRICEÑO,Bajo,Bajo,1,Alta
15109,BUENAVISTA,Bajo,Bajo,1,Alta
15114,BUSBANZÁ,Bajo,Bajo,1,Alta
15131,CALDAS,Bajo,Bajo,1,Alta
15135,CAMPOHERMOSO,Bajo,Bajo,1,Alta
15162,CERINZA,Bajo,Bajo,1,Alta
15172,CHINAVITA,Bajo,Bajo,1,Alta
15176,CHIQUINQUIRÁ,Bajo,Bajo,1,Alta
15180,CHISCAS,Bajo,Bajo,1,Alta
15183,CHITA,Bajo,Bajo,1,Alta
15185,CHITARAQUE,Bajo,Bajo,1,Alta
15187,CHIVATÁ,Medio,Medio,1,Alta
15189,CIÉNEGA,Bajo,Bajo,1,Alta
15204,CÓMBITA,Medio,Medio,1,Alta
15212,COPER,Bajo,Bajo,1,Alta
15215,CORRALES,Alto,Alto,1,Alta
15218,COVARACHÍA,Bajo,Bajo,1,Alta
15223,CUBARÁ,Bajo,Bajo,1,Alta
15224,CUCAITA,Medio,Medio,1,Alta
15226,CUÍTIVA,Bajo,Bajo,1,Alta
15232,CHÍQUIZA,Medio,Medio,1,Alta
15236,CHIVOR,Medio,Medio,1,Alta
15238,DUITAMA,Bajo,Bajo,1,Alta
15244,EL COCUY,Bajo,Bajo,1,Alta
15248,EL ESPINO,Bajo,Bajo,1,Alta
15272,FIRAVITOBA,Medio,Medio,1,Alta
15276,FLORESTA,Bajo,Bajo,1,Alta
15293,GACHANTIVÁ,Medio,Medio,1,Alta
15296,GÁMEZA,Medio,Medio,1,Alta
15299,GARAGOA,Bajo,Bajo,1,Alta
15317,GUACAMAYAS,Bajo,Bajo,1,Alta
15322,GUATEQUE,Bajo,Bajo,1,Alta
15325,GUAYATÁ,Medio,Medio,1,Alta
15332,GÜICÁN DE LA SIERRA,Bajo,Bajo,1,Alta
15362,IZA,Medio,Medio,1,Alta
15367,JENESANO,Bajo,Bajo,1,Alta
15368,JERICÓ,Medio,Medio,1,Alta
15377,LABRANZAGRANDE,Bajo,Bajo,1,Alta
15380,LA CAPILLA,Bajo,Bajo,1,Alta
15401,LA VICTORIA,Bajo,Bajo,1,Alta
15403,LA UVITA,Bajo,Bajo,1,Alta
15407,VILLA DE LEYVA,Medio,Medio,1,Alta
15425,MACANAL,Medio,Medio,1,Alta
15442,MARIPÍ,Medio,Medio,1,Alta
15455,MIRAFLORES,Medio,Medio,1,Alta
15464,MONGUA,Medio,Medio,1,Alta
15466,MONGUÍ,Medio,Medio,1,Alta
15469,MONIQUIRÁ,Bajo,Bajo,1,Alta
15476,MOTAVITA,Medio,Medio,1,Alta
15480,MUZO,Medio,Medio,1,Alta
15491,NOBSA,Medio,Medio,1,Alta
15494,NUEVO COLÓN,Bajo,Bajo,1,Alta
15500,OICATÁ,Bajo,Bajo,1,Alta
15507,OTANCHE,Medio,Medio,1,Alta
15511,PACHAVITA,Bajo,Bajo,1,Alta
15514,PÁEZ,Bajo,Bajo,1,Alta
15516,PAIPA,Alto,Alto,1,Alta
15518,PAJARITO,Bajo,Bajo,1,Alta
15522,PANQUEBA,Bajo,Bajo,1,Alta
15531,PAUNA,Bajo,Bajo,1,Alta
15533,PAYA,Bajo,Bajo,1,Alta
15537,PAZ DE RÍO,Medio,Medio,1,Alta
15542,PESCA,Medio,Medio,1,Alta
15550,PISBA,Bajo,Bajo,1,Alta
15572,PUERTO BOYACÁ,Crítico,Crítico,1,Alta
15580,QUÍPAMA,Medio,Medio,1,Alta
15599,RAMIRIQUÍ,Bajo,Bajo,1,Alta
15600,RÁQUIRA,Medio,Medio,1,Alta
15621,RONDÓN,Medio,Medio,1,Alta
15632,SABOYÁ,Bajo,Bajo,1,Alta
15638,SÁCHICA,Bajo,Bajo,1,Alta
15646,SAMACÁ,Alto,Alto,1,Alta
15660,SAN EDUARDO,Bajo,Bajo,1,Alta
15664,SAN JOSÉ DE PARE,Bajo,Bajo,1,Alta
15667,SAN LUIS DE GACENO,Bajo,Bajo,1,Alta
15673,SAN MATEO,Bajo,Bajo,1,Alta
15676,SAN MIGUEL DE SEMA,Bajo,Bajo,1,Alta
15681,SAN PABLO DE BORBUR,Medio,Medio,1,Alta
15686,SANTANA,Bajo,Bajo,1,Alta
15690,SANTA MARÍA,Medio,Medio,1,Alta
15693,SANTA ROSA DE VITERBO,Bajo,Bajo,1,Alta
15696,SANTA SOFÍA,Bajo,Bajo,1,Alta
15720,SATIVANORTE,Medio,Medio,1,Alta
15723,SATIVASUR,Medio,Medio,1,Alta
15740,SIACHOQUE,Bajo,Bajo,1,Alta
15753,SOATÁ,Bajo,Bajo,1,Alta
15755,SOCOTÁ,Medio,Medio,1,Alta
15757,SOCHA,Alto,Alto,1,Alta
15759,SOGAMOSO,Alto,Alto,1,Alta
15761,SOMONDOCO,Medio,Medio,1,Alta
15762,SORA,Bajo,Bajo,1,Alta
15763,SOTAQUIRÁ,Bajo,Bajo,1,Alta
15764,SORACÁ,Bajo,Bajo,1,Alta
15774,SUSACÓN,Bajo,Bajo,1,Alta
15776,SUTAMARCHÁN,Bajo,Bajo,1,Alta
15778,SUTATENZA,Medio,Medio,1,Alta
15790,TASCO,Medio,Medio,1,Alta
15798,TENZA,Bajo,Bajo,1,Alta
15804,TIBANÁ,Bajo,Bajo,1,Alta
15806,TIBASOSA,Bajo,Bajo,1,Alta
15808,TINJACÁ,Bajo,Bajo,1,Alta
15810,TIPACOQUE,Bajo,Bajo,1,Alta
