cod_mpio,municipio,departamento,lat,lon,mineria_titulos,mineria_minerales,mineria_volumen,mineria_regalias,es_pdet,deforestacion_ha,agua_ica_medio,agua_estaciones,runap_areas,runap_hectareas
15332,GÜICÁN DE LA SIERRA,BOYACÁ,6.462864,-72.411763,1,1,280.0,0.0,0,0,0.845,3,1,305717.4
15362,IZA,BOYACÁ,5.611577,-72.979559,14,8,28253.2,0.0,0,0,,0,0,0
15367,JENESANO,BOYACÁ,5.385813,-73.363738,1,1,5281.6,0.0,0,0,,0,0,0
15368,JERICÓ,BOYACÁ,6.145735,-72.571122,28,7,19522.9,0.0,0,0,,0,0,0
15377,LABRANZAGRANDE,BOYACÁ,5.562687,-72.57777,0,0,0,0,0,0,,0,0,0
15380,LA CAPILLA,BOYACÁ,5.095687,-73.444347,0,0,0,0,0,0,,0,0,0
15401,LA VICTORIA,BOYACÁ,5.523792,-74.234393,6,1,5634.0,0.0,0,0,,0,0,0
15403,LA UVITA,BOYACÁ,6.31616,-72.559982,11,3,10107.9,407.0,0,0,,0,0,0
15407,VILLA DE LEYVA,BOYACÁ,5.632455,-73.524948,33,7,9957.3,0.0,0,0,,0,4,6.9
15425,MACANAL,BOYACÁ,4.972464,-73.319593,16,3,1413.0,0.0,0,0,,0,1,3389.9
15442,MARIPÍ,BOYACÁ,5.550091,-74.00405,34,4,20734.6,0.0,0,0,,0,0,0
15455,MIRAFLORES,BOYACÁ,5.196515,-73.14563,10,4,20020.0,0.0,0,0,,0,1,2109.3
15464,MONGUA,BOYACÁ,5.754242,-72.79809,29,1,7103.9,0.0,0,0,,0,0,0
15466,MONGUÍ,BOYACÁ,5.723486,-72.849292,5,3,8241.9,0.0,0,0,,0,1,49767.6
15469,MONIQUIRÁ,BOYACÁ,5.876331,-73.573374,18,3,1415.5,0.0,0,0,,0,0,0
15476,MOTAVITA,BOYACÁ,5.5777,-73.367841,18,4,22758.5,0.0,0,0,,0,0,0
15480,MUZO,BOYACÁ,5.532758,-74.10269,47,4,7590.9,0.0,0,0,,0,0,0
15491,NOBSA,BOYACÁ,5.768046,-72.937042,32,7,2250.0,0.0,0,0,,0,0,0
15494,NUEVO COLÓN,BOYACÁ,5.355317,-73.456759,2,2,80.0,0.0,0,0,,0,1,685.9
15500,OICATÁ,BOYACÁ,5.595235,-73.308399,22,1,7911.7,0.0,0,0,,0,0,0
15507,OTANCHE,BOYACÁ,5.657536,-74.180965,8,2,2136.0,0.0,0,0,,0,2,21546.5
15511,PACHAVITA,BOYACÁ,5.140065,-73.396953,0,0,2488.0,0.0,0,0,,0,0,0
15514,PÁEZ,BOYACÁ,5.097319,-73.052737,4,2,11573.3,926.0,0,0,,0,0,0
15516,PAIPA,BOYACÁ,5.779894,-73.11782,92,9,34086.8,509.0,0,0,,0,2,8125.3
15518,PAJARITO,BOYACÁ,5.293783,-72.703231,0,0,0,0,0,0,0.837,3,2,4668.8
15522,PANQUEBA,BOYACÁ,6.443416,-72.459424,0,0,2830.0,0.0,0,0,,0,0,0
15531,PAUNA,BOYACÁ,5.656323,-73.978449,13,4,3136.5,0.0,0,0,,0,0,0
15533,PAYA,BOYACÁ,5.625699,-72.423775,2,2,0,0,0,0,,0,0,0
15537,PAZ DE RÍO,BOYACÁ,5.987645,-72.749137,20,6,26519.2,0.0,0,0,,0,0,0
15542,PESCA,BOYACÁ,5.558808,-73.050872,22,13,42743.1,228.0,0,0,,0,0,0
15550,PISBA,BOYACÁ,5.72141,-72.486023,0,0,0.0,0.0,0,0,,0,1,4735.9
15572,PUERTO BOYACÁ,BOYACÁ,5.976646,-74.587782,45,7,22060.6,1590.0,0,0,0.7,3,0,0
15580,QUÍPAMA,BOYACÁ,5.52055,-74.180033,55,2,18592.2,0.0,0,0,,0,0,0
15599,RAMIRIQUÍ,BOYACÁ,5.400303,-73.334839,8,2,18349.6,0.0,0,0,,0,0,0
15600,RÁQUIRA,BOYACÁ,5.539136,-73.632543,24,3,6001.8,0.0,0,0,,0,2,12.2
15621,RONDÓN,BOYACÁ,5.357378,-73.208474,6,2,15023.6,700.0,0,0,,0,1,20.6
15632,SABOYÁ,BOYACÁ,5.697756,-73.764456,4,1,9915.1,0.0,0,0,,0,0,0
15638,SÁCHICA,BOYACÁ,5.584305,-73.542539,8,6,11068.1,0.0,0,0,,0,0,0
15646,SAMACÁ,BOYACÁ,5.492161,-73.485589,31,6,25945.9,53.0,0,0,,0,0,0
15660,SAN EDUARDO,BOYACÁ,5.22401,-73.077747,2,2,0,0,0,0,,0,0,0
15664,SAN JOSÉ DE PARE,BOYACÁ,6.018924,-73.545397,0,0,0,0,0,0,,0,0,0
15667,SAN LUIS DE GACENO,BOYACÁ,4.81976,-73.168076,12,3,6218.0,0.0,0,0,,0,0,0
15673,SAN MATEO,BOYACÁ,6.401683,-72.555264,23,2,3200.2,0.0,0,0,,0,0,0
15676,SAN MIGUEL DE SEMA,BOYACÁ,5.518083,-73.722009,0,0,0.0,0.0,0,0,,0,2,402.7
15681,SAN PABLO DE BORBUR,BOYACÁ,5.650743,-74.069963,42,5,23345.2,778.0,0,0,,0,0,0
15686,SANTANA,BOYACÁ,6.056866,-73.481639,2,2,170.9,0.0,0,0,,0,0,0
15690,SANTA MARÍA,BOYACÁ,4.857193,-73.263518,3,1,8566.6,0.0,0,0,,0,4,19437.2
15693,SANTA ROSA DE VITERBO,BOYACÁ,5.874547,-72.982461,2,2,14660.0,0.0,0,0,,0,0,0
15696,SANTA SOFÍA,BOYACÁ,5.713269,-73.602707,0,0,0,0,0,0,,0,3,2125.3
15720,SATIVANORTE,BOYACÁ,6.131132,-72.708458,20,5,14917.1,0.0,0,0,,0,0,0
15723,SATIVASUR,BOYACÁ,6.093183,-72.712435,50,6,8250.7,0.0,0,0,,0,0,0
15740,SIACHOQUE,BOYACÁ,5.511811,-73.24466,0,0,0,0,0,0,,0,0,0
15753,SOATÁ,BOYACÁ,6.331945,-72.684051,2,1,5902.0,0.0,0,0,,0,0,0
15755,SOCOTÁ,BOYACÁ,6.041162,-72.636653,58,6,7008.2,325.0,0,0,,0,0,0
15757,SOCHA,BOYACÁ,5.996717,-72.691963,79,8,2848.2,600.0,0,0,,0,1,35144.7
15759,SOGAMOSO,BOYACÁ,5.723976,-72.924355,229,19,37540.3,1522.0,0,0,,0,1,0.9
15761,SOMONDOCO,BOYACÁ,4.985726,-73.433393,30,6,22413.5,0.0,0,0,0.793,3,0,0
15762,SORA,BOYACÁ,5.56684,-73.450153,21,5,4552.8,0.0,0,0,,0,0,0
15763,SOTAQUIRÁ,BOYACÁ,5.764986,-73.246585,15,3,9260.8,0.0,0,0,,0,0,0
15764,SORACÁ,BOYACÁ,5.500898,-73.332804,2,1,4968.7,0.0,0,0,,0,1,39.2
15774,SUSACÓN,BOYACÁ,6.230332,-72.690289,0,0,4135.8,0.0,0,0,,0,0,0
15776,SUTAMARCHÁN,BOYACÁ,5.619781,-73.620536,1,1,0.0,0.0,0,0,,0,0,0
15778,SUTATENZA,BOYACÁ,5.022989,-73.452317,14,3,8062.5,0.0,0,0,0.74,1,0,0
15790,TASCO,BOYACÁ,5.909821,-72.781011,87,10,23859.9,0.0,0,0,,0,0,0
15798,TENZA,BOYACÁ,5.076781,-73.421176,4,2,768.5,0.0,0,0,0.91,1,0,0
15804,TIBANÁ,BOYACÁ,5.317251,-73.396457,10,3,710.6,0.0,0,0,,0,1,155.0
15806,TIBASOSA,BOYACÁ,5.74723,-72.999449,20,1,1565.6,0.0,0,0,,0,0,0
15808,TINJACÁ,BOYACÁ,5.579713,-73.646847,0,0,0,0,0,0,,0,0,0
15810,TIPACOQUE,BOYACÁ,6.419203,-72.691729,0,0,0.0,0.0,0,0,,0,0,0
15814,TOCA,BOYACÁ,5.566464,-73.184794,0,0,2858.3,0.0,0,0,,0,1,16504.1
15816,TOGÜÍ,BOYACÁ,5.937438,-73.513655,0,0,0.0,0.0,0,0,,0,0,0
15820,TÓPAGA,BOYACÁ,5.768201,-72.832245,143,9,12196.3,0.0,0,0,,0,0,0
15822,TOTA,BOYACÁ,5.560497,-72.985898,7,6,3505.4,0.0,0,0,,0,0,0
15832,TUNUNGUÁ,BOYACÁ,5.730582,-73.933155,0,0,70.0,0.0,0,0,,0,0,0
15835,TURMEQUÉ,BOYACÁ,5.323261,-73.491825,5,4,5878.2,0.0,0,0,,0,0,0
15837,TUTA,BOYACÁ,5.689082,-73.230285,27,4,21436.6,100.0,0,0,,0,1,6.6
15839,TUTAZÁ,BOYACÁ,6.032608,-72.856035,0,0,1299.0,0.0,0,0,,0,0,0
15842,ÚMBITA,BOYACÁ,5.221176,-73.456917,16,4,14840.6,0.0,0,0,,0,1,11572.2
15861,VENTAQUEMADA,BOYACÁ,5.368739,-73.522368,15,6,7225.4,500.0,0,0,0.853,4,2,11158.8
15879,VIRACACHÁ,BOYACÁ,5.436833,-73.296894,0,0,0.0,0.0,0,0,,0,0,0
15897,ZETAQUIRA,BOYACÁ,5.283443,-73.17098,1,1,1417.0,0.0,0,0,,0,0,0
17001,MANIZALES,CALDAS,5.057657,-75.491025,125,9,37499.2,1223.0,0,0,,0,9,10682.0
17013,AGUADAS,CALDAS,5.610244,-75.45487,34,7,8113.5,31.0,0,0,,0,0,0
17042,ANSERMA,CALDAS,5.236471,-75.784343,33,8,14318.9,821.0,0,0,,0,0,0
17050,ARANZAZU,CALDAS,5.271195,-75.49129,6,1,2141.0,908.0,0,0,,0,2,24622.4
17088,BELALCÁZAR,CALDAS,4.993785,-75.811918,8,2,10985.9,0.0,0,0,,0,0,0
17174,CHINCHINÁ,CALDAS,4.985227,-75.607529,33,6,27204.5,539.0,0,0,,0,2,99.6
17272,FILADELFIA,CALDAS,5.297091,-75.562474,13,3,6257.4,0.0,0,0,,0,0,0
17380,LA DORADA,CALDAS,5.460834,-74.668819,20,6,32582.9,3901.0,0,0,,0,0,0
17388,LA MERCED,CALDAS,5.39647,-75.546486,17,3,29862.2,1226.0,0,0,,0,0,0
17433,MANZANARES,CALDAS,5.255699,-75.152829,2,2,6202.9,0.0,0,0,,0,1,1607.6
17442,MARMATO,CALDAS,5.47422,-75.600049,42,4,1080.4,120.0,0,0,,0,0,0
17444,MARQUETALIA,CALDAS,5.297525,-75.053097,0,0,0,0,0,0,,0,0,0
17446,MARULANDA,CALDAS,5.284304,-75.259721,0,0,0,0,0,0,,0,0,0
17486,NEIRA,CALDAS,5.166895,-75.520006,29,7,28151.0,0.0,0,0,,0,0,0
17495,NORCASIA,CALDAS,5.574796,-74.889543,1,1,10840.6,1248.0,0,0,,0,10,1560.8
17513,PÁCORA,CALDAS,5.527172,-75.459621,2,2,0.0,0.0,0,0,,0,1,726.9
17524,PALESTINA,CALDAS,5.017879,-75.624577,36,4,17738.0,296.0,0,0,,0,1,11.8
17541,PENSILVANIA,CALDAS,5.383281,-75.160299,3,1,5433.2,1877.0,0,0,,0,3,439.1
17614,RIOSUCIO,CALDAS,5.423673,-75.702104,4,1,10613.4,7578.0,0,0,,0,0,0
17616,RISARALDA,CALDAS,5.164509,-75.76722,0,0,658.3,0.0,0,0,,0,0,0
17653,SALAMINA,CALDAS,5.403025,-75.487223,2,1,4666.0,0.0,0,0,,0,2,763.7
17662,SAMANÁ,CALDAS,5.41308,-74.992263,0,0,5284.2,0.0,0,0,,0,2,10037.9
17665,SAN JOSÉ,CALDAS,5.08231,-75.792063,0,0,0.0,0.0,0,0,,0,0,0
17777,SUPÍA,CALDAS,5.446843,-75.64966,29,6,35399.7,6968.0,0,0,,0,0,0
17867,VICTORIA,CALDAS,5.317437,-74.911239,17,7,23307.6,1592.0,0,0,,0,1,1300.3
17873,VILLAMARÍA,CALDAS,5.038925,-75.502487,25,2,25591.4,0.0,0,0,,0,8,1387.6
17877,VITERBO,CALDAS,5.062664,-75.87061,26,6,6754.8,258.0,0,0,,0,1,98.8
18001,FLORENCIA,CAQUETÁ,1.618196,-75.609831,22,4,18795.8,181.0,1,0,,0,13,846.2
18029,ALBANIA,CAQUETÁ,1.328526,-75.878375,12,3,9973.5,0.0,1,0,,0,9,517.0
18094,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,1.415812,-75.872405,12,3,1613.2,0.0,1,204.0,,0,3,384.0
18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,1.332371,-74.847867,0,0,0,0,1,22591.0,,0,1,110.8
18205,CURILLO,CAQUETÁ,1.033473,-75.919205,0,0,0,0,1,145.0,,0,1,55.5
18247,EL DONCELLO,CAQUETÁ,1.679951,-75.283631,0,0,10104.0,0.0,1,105.0,,0,3,130.8
18256,EL PAUJÍL,CAQUETÁ,1.570226,-75.326093,8,3,13927.0,0.0,1,121.0,,0,9,771.8
18410,LA MONTAÑITA,CAQUETÁ,1.479173,-75.436408,0,0,625.0,0.0,1,703.0,,0,24,1401.6
18460,MILÁN,CAQUETÁ,1.29021,-75.506926,0,0,0,0,1,424.0,,0,15,1443.7
18479,MORELIA,CAQUETÁ,1.486611,-75.724146,3,1,5071.1,4.0,1,23.0,,0,19,2081.9
18592,PUERTO RICO,CAQUETÁ,1.909063,-75.157604,8,2,11710.2,0.0,1,0,,0,10,985.2
18610,SAN JOSÉ DEL FRAGUA,CAQUETÁ,1.330266,-75.973796,0,0,912.2,0.0,1,238.0,,0,3,76117.9
18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,2.119413,-74.767894,4,2,2835.0,0.0,1,26632.0,,0,3,401.9
18756,SOLANO,CAQUETÁ,0.699077,-75.253702,0,0,3538.3,1343.0,1,6890.0,,0,0,0
18785,SOLITA,CAQUETÁ,0.87654,-75.619902,0,0,0,0,1,129.0,,0,0,0
18860,VALPARAÍSO,CAQUETÁ,1.194619,-75.70671,0,0,0,0,1,403.0,,0,4,220.3
19001,POPAYÁN,CAUCA,2.459641,-76.599377,23,8,24028.8,104.0,0,0,0.67,1,11,124.7
19022,ALMAGUER,CAUCA,1.913429,-76.85607,0,0,6299.5,0.0,0,0,,0,0,0
19050,ARGELIA,CAUCA,2.257427,-77.24905,0,0,242.3,0.0,1,0,,0,1,7256.7
19075,BALBOA,CAUCA,2.040998,-77.215773,0,0,0.0,0.0,1,0,,0,0,0
19100,BOLÍVAR,CAUCA,1.837538,-76.966215,7,4,10868.3,1125.0,0,0,,0,0,0
19110,BUENOS AIRES,CAUCA,3.015382,-76.642238,32,13,23609.8,0.0,1,0,0.835,4,0,0
19130,CAJIBÍO,CAUCA,2.623371,-76.570682,5,3,7699.7,0.0,1,0,,0,2,29.7
19137,CALDONO,CAUCA,2.798059,-76.484319,0,0,6506.9,0.0,1,0,,0,1,1.2
19142,CALOTO,CAUCA,3.034531,-76.408941,27,4,15053.8,0.0,1,0,,0,2,467.0
19212,CORINTO,CAUCA,3.173854,-76.261866,14,6,17138.9,0.0,1,0,,0,0,0
19256,EL TAMBO,CAUCA,2.451409,-76.810911,59,7,47277.2,3407.0,1,0,,0,4,217.0
19290,FLORENCIA,CAUCA,1.682535,-77.072547,0,0,0,0,0,616.0,,0,0,0
19300,GUACHENÉ,CAUCA,3.134153,-76.392189,29,4,8226.3,0.0,0,0,,0,0,0
19318,GUAPI,CAUCA,2.571337,-77.88797,2,2,27623.8,0.0,1,0,,0,0,0
19355,INZÁ,CAUCA,2.549183,-76.063503,0,0,0.0,0.0,0,0,,0,0,0
19364,JAMBALÓ,CAUCA,2.777834,-76.323877,0,0,0,0,1,0,,0,0,0
19392,LA SIERRA,CAUCA,2.179383,-76.763278,9,6,17147.6,0.0,0,0,,0,0,0
19397,LA VEGA,CAUCA,2.001803,-76.778771,0,0,2762.2,0.0,0,0,,0,0,0
19418,LÓPEZ DE MICAY,CAUCA,2.846788,-77.247803,0,0,7258.4,0.0,1,0,,0,2,71850.9
19450,MERCADERES,CAUCA,1.789193,-77.164319,7,3,2020.0,0.0,1,0,,0,0,0
19455,MIRANDA,CAUCA,3.254651,-76.228722,7,4,3709.4,0.0,1,0,,0,0,0
19473,MORALES,CAUCA,2.754684,-76.629106,4,2,2146.2,0.0,1,0,0.55,1,1,1.5
19513,PADILLA,CAUCA,3.220984,-76.313265,0,0,0,0,0,0,,0,0,0
19517,PÁEZ,CAUCA,2.645724,-75.970685,5,3,3813.4,0.0,0,0,,0,1,163923.7
19532,PATÍA,CAUCA,2.115875,-76.981075,8,4,14762.2,0.0,1,0,,0,0,0
19533,PIAMONTE,CAUCA,1.11754,-76.327588,3,2,2269.8,0.0,0,599.0,,0,1,97239.2
19548,PIENDAMÓ - TUNÍA,CAUCA,2.64228,-76.528615,0,0,0.0,0.0,1,0,,0,0,0
19573,PUERTO TEJADA,CAUCA,3.233254,-76.417673,24,4,11796.7,0.0,0,0,,0,0,0
19585,PURACÉ,CAUCA,2.341507,-76.496698,0,0,375.0,0.0,0,0,,0,20,399.8
19622,ROSAS,CAUCA,2.260941,-76.740336,8,2,14755.3,2096.0,0,0,,0,0,0
19693,SAN SEBASTIÁN,CAUCA,1.838451,-76.769467,0,0,0,0,0,41.0,,0,0,0
19698,SANTANDER DE QUILICHAO,CAUCA,3.015008,-76.485141,5,4,18582.3,153.0,1,0,,0,6,185.2
19701,SANTA ROSA,CAUCA,1.700916,-76.573252,30,3,11633.3,2011.0,0,222.0,,0,5,11307.2
19743,SILVIA,CAUCA,2.611927,-76.379753,0,0,0,0,0,0,,0,0,0
19760,SOTARÁ - PAISPAMBA,CAUCA,2.253156,-76.613365,2,1,7136.7,469.0,0,0,0.86,1,21,92411.2
19780,SUÁREZ,CAUCA,2.959785,-76.69357,15,4,16743.2,0.0,1,0,,0,2,69.1
19785,SUCRE,CAUCA,2.038237,-76.926279,0,0,0.0,0.0,0,0,,0,0,0
19807,TIMBÍO,CAUCA,2.349686,-76.684476,7,7,0.0,0.0,0,0,,0,0,0
19809,TIMBIQUÍ,CAUCA,2.777312,-77.667541,353,1,17990.0,367.0,1,0,,0,2,12734.3
19821,TORIBÍO,CAUCA,2.953017,-76.270284,12,3,10768.9,0.0,1,0,,0,0,0
19824,TOTORÓ,CAUCA,2.510252,-76.403628,1,1,3153.0,0.0,0,0,,0,25,826.5
19845,VILLA RICA,CAUCA,3.17762,-76.458025,31,9,6558.1,1313.0,0,0,0.85,1,0,0
20001,VALLEDUPAR,CESAR,10.460472,-73.259398,91,21,40767.3,0.0,1,0,,0,5,4158.9
20011,AGUACHICA,CESAR,8.306811,-73.614027,10,5,4940.1,930.0,0,0,,0,0,0
20013,AGUSTÍN CODAZZI,CESAR,10.040454,-73.238389,2,1,1158.0,0.0,1,0,,0,0,0
20032,ASTREA,CESAR,9.498062,-73.975842,2,2,568.0,0.0,0,0,,0,0,0
20045,BECERRIL,CESAR,9.704404,-73.278707,6,2,3827.2,0.0,1,0,,0,5,351.9
20060,BOSCONIA,CESAR,9.975098,-73.888761,35,8,6068.9,0.0,0,0,,0,0,0
20175,CHIMICHAGUA,CESAR,9.25875,-73.813278,36,3,2036.4,0.0,0,0,,0,2,139744.4
20178,CHIRIGUANÁ,CESAR,9.361058,-73.599913,10,5,7769.5,0.0,0,0,0.695,2,0,0
20228,CURUMANÍ,CESAR,9.201716,-73.540843,71,13,6353.9,0.0,0,0,,0,1,160657.6
20238,EL COPEY,CESAR,10.149883,-73.962703,36,9,5591.8,0.0,0,0,,0,2,139.7
20250,EL PASO,CESAR,9.668461,-73.742012,8,1,802.9,0.0,0,0,,0,1,189.8
20295,GAMARRA,CESAR,8.324793,-73.737558,2,2,2464.7,0.0,0,0,0.63,1,0,0
20310,GONZÁLEZ,CESAR,8.389604,-73.38004,0,0,0,0,0,0,,0,0,0
20383,LA GLORIA,CESAR,8.619298,-73.80321,14,6,2271.5,0.0,0,0,,0,0,0
20400,LA JAGUA DE IBIRICO,CESAR,9.563752,-73.334143,9,2,6413.9,0.0,1,0,,0,0,0
20443,MANAURE BALCÓN DEL CESAR,CESAR,10.390776,-73.029472,5,3,0.0,0.0,1,0,,0,3,23361.8
20517,PAILITAS,CESAR,8.959399,-73.625825,28,5,25649.9,0.0,0,0,,0,0,0
20550,PELAYA,CESAR,8.689451,-73.666735,18,6,269.4,0.0,0,0,,0,1,425.1
20570,PUEBLO BELLO,CESAR,10.417321,-73.586211,2,1,0,0,1,0,,0,1,573312.6
20614,RÍO DE ORO,CESAR,8.292292,-73.386393,4,2,5624.0,998.0,0,0,,0,0,0
20621,LA PAZ,CESAR,10.387552,-73.171365,16,9,4122.1,0.0,1,0,0.609,8,0,0
20710,SAN ALBERTO,CESAR,7.76111,-73.393889,12,9,10237.7,0.0,0,0,,0,1,2838.2
20750,SAN DIEGO,CESAR,10.333039,-73.181208,11,5,11180.5,0.0,1,0,,0,0,0
20770,SAN MARTÍN,CESAR,7.999855,-73.510914,28,7,9170.4,0.0,0,0,,0,0,0
20787,TAMALAMEQUE,CESAR,8.861725,-73.812172,4,2,3954.0,0.0,0,0,,0,0,0
23001,MONTERÍA,CÓRDOBA,8.759789,-75.873096,58,18,23118.2,0.0,0,0,,0,2,772.8
23068,AYAPEL,CÓRDOBA,8.313838,-75.146048,0,0,31209.3,853.0,0,0,,0,2,171871.1
23079,BUENAVISTA,CÓRDOBA,8.221187,-75.480897,0,0,92.4,31.0,0,0,,0,0,0
23090,CANALETE,CÓRDOBA,8.786939,-76.241476,0,0,0,0,0,0,,0,2,171.9
23162,CERETÉ,CÓRDOBA,8.888532,-75.796093,0,0,57.3,579.0,0,0,,0,1,1265.0
23168,CHIMÁ,CÓRDOBA,9.149698,-75.626886,0,0,0,0,0,0,,0,1,42004.7
23182,CHINÚ,CÓRDOBA,9.105473,-75.399633,0,0,923.3,0.0,0,0,,0,0,0
23189,CIÉNAGA DE ORO,CÓRDOBA,8.875794,-75.620807,3,3,2702.0,716.0,0,0,,0,0,0
23300,COTORRA,CÓRDOBA,9.037163,-75.799216,0,0,0,0,0,0,,0,1,326.1
23350,LA APARTADA,CÓRDOBA,8.050125,-75.336031,0,0,0.0,0.0,0,0,,0,0,0
23417,LORICA,CÓRDOBA,9.240789,-75.816084,2,2,10712.0,0.0,0,0,,0,1,713.1
23419,LOS CÓRDOBAS,CÓRDOBA,8.892098,-76.35518,5,3,6724.0,0.0,0,0,,0,0,0
23464,MOMIL,CÓRDOBA,9.240707,-75.67796,3,3,0.0,0.0,0,0,,0,0,0
23466,MONTELÍBANO,CÓRDOBA,7.973777,-75.416818,30,15,7273.7,0.0,1,0,0.54,1,0,0
23500,MOÑITOS,CÓRDOBA,9.245223,-76.1291,0,0,0,0,0,0,,0,1,92.0
23555,PLANETA RICA,CÓRDOBA,8.4082,-75.583241,11,10,7838.8,0.0,0,0,,0,4,14340.0
23570,PUEBLO NUEVO,CÓRDOBA,8.504099,-75.508035,0,0,0,0,0,0,,0,1,242.7
23574,PUERTO ESCONDIDO,CÓRDOBA,9.005372,-76.260411,1,1,1750.0,0.0,0,0,,0,0,0
23580,PUERTO LIBERTADOR,CÓRDOBA,7.888859,-75.671761,39,16,20602.3,6941.0,1,0,,0,0,0
23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,9.239295,-75.724987,3,3,0.0,0.0,0,0,,0,0,0
23660,SAHAGÚN,CÓRDOBA,8.943048,-75.445834,0,0,70.8,582.0,0,0,,0,0,0
23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,9.145448,-75.50879,0,0,69.8,0.0,0,0,,0,0,0
23672,SAN ANTERO,CÓRDOBA,9.376434,-75.76112,0,0,312.1,0.0,0,0,,0,0,0
23675,SAN BERNARDO DEL VIENTO,CÓRDOBA,9.35247,-75.955107,0,0,0,0,0,0,,0,1,26463.7
23678,SAN CARLOS,CÓRDOBA,8.799282,-75.698799,3,1,8318.0,57.0,0,0,,0,1,668.4
23682,SAN JOSÉ DE URÉ,CÓRDOBA,7.787303,-75.533476,9,9,5477.7,0.0,1,0,,0,0,0
23686,SAN PELAYO,CÓRDOBA,8.958436,-75.835615,0,0,4230.0,0.0,0,0,,0,0,0
23807,TIERRALTA,CÓRDOBA,8.170612,-76.059797,10,5,7234.2,0.0,1,0,,0,0,0
23815,TUCHÍN,CÓRDOBA,9.186625,-75.553962,0,0,0,0,0,0,,0,1,13.5
23855,VALENCIA,CÓRDOBA,8.255016,-76.150756,10,5,7454.0,0.0,1,0,,0,0,0
25001,AGUA DE DIOS,CUNDINAMARCA,4.375309,-74.669221,5,3,3323.6,0.0,0,0,,0,1,71.1
25019,ALBÁN,CUNDINAMARCA,4.878022,-74.438261,0,0,0.0,0.0,0,0,,0,1,991.8
25035,ANAPOIMA,CUNDINAMARCA,4.562737,-74.528676,1,1,868.5,0.0,0,0,,0,1,11.0
25040,ANOLAIMA,CUNDINAMARCA,4.7617,-74.46384,0,0,0,0,0,0,,0,1,4.4
25053,ARBELÁEZ,CUNDINAMARCA,4.272534,-74.414901,4,2,510.0,0.0,0,0,,0,0,0
25086,BELTRÁN,CUNDINAMARCA,4.802832,-74.741666,0,0,6953.0,0.0,0,0,,0,1,1156.0
25095,BITUIMA,CUNDINAMARCA,4.872171,-74.539609,0,0,0,0,0,0,,0,0,0
25099,BOJACÁ,CUNDINAMARCA,4.737205,-74.344594,9,3,2100.0,0.0,0,0,,0,2,10657.3
25120,CABRERA,CUNDINAMARCA,3.985164,-74.484549,0,0,0,0,0,0,,0,9,218.5
25123,CACHIPAY,CUNDINAMARCA,4.730957,-74.435711,0,0,0,0,0,0,,0,0,0
25126,CAJICÁ,CUNDINAMARCA,4.920009,-74.02298,0,0,2344.0,0.0,0,0,,0,0,0
25148,CAPARRAPÍ,CUNDINAMARCA,5.34758,-74.491045,14,4,7183.3,1398.0,0,0,,0,1,7.4
25151,CÁQUEZA,CUNDINAMARCA,4.404112,-73.946473,20,7,525.2,0.0,0,0,,0,0,0
25154,CARMEN DE CARUPA,CUNDINAMARCA,5.349119,-73.901357,8,4,1626.1,116.0,0,0,0.78,1,2,10.1
25168,CHAGUANÍ,CUNDINAMARCA,4.948916,-74.593455,2,1,3256.0,0.0,0,0,,0,0,0
25175,CHÍA,CUNDINAMARCA,4.866508,-74.05,8,1,2112.0,0.0,0,0,,0,1,0.6
25178,CHIPAQUE,CUNDINAMARCA,4.442671,-74.044876,8,2,1899.2,0.0,0,0,0.96,1,2,116.3
25181,CHOACHÍ,CUNDINAMARCA,4.527048,-73.922894,6,2,3895.0,2222.0,0,0,,0,20,12924.6
25183,CHOCONTÁ,CUNDINAMARCA,5.145224,-73.683533,3,2,0.0,0.0,0,0,0.79,2,0,0
25200,COGUA,CUNDINAMARCA,5.061842,-73.978497,65,5,14388.1,0.0,0,0,,0,5,3782.3
25214,COTA,CUNDINAMARCA,4.812564,-74.102569,0,0,0.0,0.0,0,0,,0,2,58.4
25224,CUCUNUBÁ,CUNDINAMARCA,5.249795,-73.766113,80,2,8904.8,0.0,0,0,,0,2,3026.3
25245,EL COLEGIO,CUNDINAMARCA,4.577951,-74.442261,2,2,1080.0,0.0,0,0,,0,0,0
25258,EL PEÑÓN,CUNDINAMARCA,5.248747,-74.290207,0,0,5650.0,0.0,0,0,,0,0,0
25260,EL ROSAL,CUNDINAMARCA,4.850589,-74.263103,19,4,5325.0,0.0,0,0,,0,2,19.2
25269,FACATATIVÁ,CUNDINAMARCA,4.813353,-74.350085,0,0,0,0,0,0,,0,1,207.9
25279,FÓMEQUE,CUNDINAMARCA,4.485474,-73.892523,0,0,0,0,0,0,,0,3,162.1
25281,FOSCA,CUNDINAMARCA,4.339093,-73.93902,4,1,9787.1,1238.0,0,0,,0,0,0
25286,FUNZA,CUNDINAMARCA,4.710412,-74.201528,0,0,0,0,0,0,0.433,3,2,1766.2
25288,FÚQUENE,CUNDINAMARCA,5.403997,-73.795855,0,0,0,0,0,0,,0,1,19163.9
