cod_mpio,municipio,departamento,lat,lon,mineria_titulos,mineria_minerales,mineria_volumen,mineria_regalias,es_pdet,deforestacion_ha,agua_ica_medio,agua_estaciones,runap_areas,runap_hectareas
25290,FUSAGASUGÁ,CUNDINAMARCA,4.336723,-74.37543,4,3,5323.0,0.0,0,0,,0,0,0
25293,GACHALÁ,CUNDINAMARCA,4.693579,-73.520161,42,4,13931.5,0.0,0,0,0.757,3,7,1714.8
25295,GACHANCIPÁ,CUNDINAMARCA,4.990947,-73.873464,4,3,378.0,0.0,0,0,,0,1,31.8
25297,GACHETÁ,CUNDINAMARCA,4.816411,-73.636377,8,3,6845.5,582.0,0,0,0.82,1,1,2922.7
25299,GAMA,CUNDINAMARCA,4.763325,-73.611037,0,0,0,0,0,0,,0,1,1777.7
25307,GIRARDOT,CUNDINAMARCA,4.313069,-74.798201,16,6,9748.1,0.0,0,0,,0,0,0
25312,GRANADA,CUNDINAMARCA,4.519763,-74.350766,0,0,0.0,0.0,0,0,,0,6,6272.7
25317,GUACHETÁ,CUNDINAMARCA,5.383378,-73.686972,55,5,7511.4,0.0,0,0,,0,1,2578.4
25320,GUADUAS,CUNDINAMARCA,5.072076,-74.603402,12,5,12757.0,814.0,0,0,,0,1,2859.8
25322,GUASCA,CUNDINAMARCA,4.866719,-73.877143,3,2,7286.9,2318.0,0,0,,0,13,5576.2
25324,GUATAQUÍ,CUNDINAMARCA,4.517517,-74.790058,4,1,11315.0,0.0,0,0,,0,0,0
25326,GUATAVITA,CUNDINAMARCA,4.935211,-73.83293,5,3,21980.4,0.0,0,0,,0,2,14097.8
25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,4.877968,-74.467437,0,0,1900.0,0.0,0,0,,0,0,0
25335,GUAYABETAL,CUNDINAMARCA,4.215306,-73.815107,0,0,2407.1,0.0,0,0,,0,2,2948.6
25339,GUTIÉRREZ,CUNDINAMARCA,4.254679,-74.003042,0,0,1805.0,0.0,0,0,,0,0,0
25368,JERUSALÉN,CUNDINAMARCA,4.562273,-74.695474,24,5,26640.9,0.0,0,0,,0,0,0
25372,JUNÍN,CUNDINAMARCA,4.79057,-73.662961,8,3,8897.9,0.0,0,0,,0,12,9847.1
25377,LA CALERA,CUNDINAMARCA,4.721104,-73.968161,0,0,0.0,0.0,0,0,0.801,5,8,195.8
25386,LA MESA,CUNDINAMARCA,4.631028,-74.461588,0,0,0,0,0,0,,0,0,0
25394,LA PALMA,CUNDINAMARCA,5.358816,-74.391022,0,0,0,0,0,0,,0,1,646.0
25398,LA PEÑA,CUNDINAMARCA,5.198945,-74.394105,0,0,0,0,0,0,,0,0,0
25402,LA VEGA,CUNDINAMARCA,4.997768,-74.336885,1,1,0.0,0.0,0,0,,0,1,0.4
25407,LENGUAZAQUE,CUNDINAMARCA,5.306131,-73.711512,144,6,15326.8,0.0,0,0,,0,0,0
25426,MACHETÁ,CUNDINAMARCA,5.08007,-73.608226,3,1,13739.8,0.0,0,0,,0,4,3637.3
25430,MADRID,CUNDINAMARCA,4.732791,-74.265854,17,3,4660.7,0.0,0,0,,0,2,70.8
25436,MANTA,CUNDINAMARCA,5.009008,-73.540444,13,3,2399.5,720.0,0,0,,0,1,8.2
25438,MEDINA,CUNDINAMARCA,4.506298,-73.348449,6,1,17050.0,0.0,0,0,,0,2,237.0
25473,MOSQUERA,CUNDINAMARCA,4.70653,-74.221154,16,7,3943.1,1048.0,0,0,,0,0,0
25483,NARIÑO,CUNDINAMARCA,4.399837,-74.824732,10,3,5992.4,0.0,0,0,,0,0,0
25486,NEMOCÓN,CUNDINAMARCA,5.068705,-73.877888,29,4,7775.9,0.0,0,0,,0,3,13.1
25488,NILO,CUNDINAMARCA,4.305838,-74.620009,49,3,6700.5,0.0,0,0,,0,2,94.2
25489,NIMAIMA,CUNDINAMARCA,5.125992,-74.38604,0,0,0,0,0,0,,0,0,0
25491,NOCAIMA,CUNDINAMARCA,5.069466,-74.379093,0,0,0,0,0,0,,0,0,0
25506,VENECIA,CUNDINAMARCA,4.089056,-74.478301,0,0,0,0,0,0,,0,0,0
25513,PACHO,CUNDINAMARCA,5.136907,-74.156132,11,3,26008.0,0.0,0,0,,0,0,0
25518,PAIME,CUNDINAMARCA,5.370487,-74.152213,0,0,267.5,0.0,0,0,,0,0,0
25524,PANDI,CUNDINAMARCA,4.190393,-74.486641,1,1,4791.0,0.0,0,0,,0,0,0
25530,PARATEBUENO,CUNDINAMARCA,4.374832,-73.212825,18,8,5735.9,0.0,0,0,0.774,9,0,0
25535,PASCA,CUNDINAMARCA,4.308979,-74.302276,0,0,270.0,0.0,0,0,,0,0,0
25572,PUERTO SALGAR,CUNDINAMARCA,5.465413,-74.653695,1,1,0.0,0.0,0,0,,0,1,13448.4
25580,PULÍ,CUNDINAMARCA,4.682022,-74.71438,0,0,1729.0,0.0,0,0,,0,2,36404.7
25592,QUEBRADANEGRA,CUNDINAMARCA,5.118076,-74.48014,10,3,1939.0,0.0,0,0,,0,0,0
25594,QUETAME,CUNDINAMARCA,4.329884,-73.863214,11,5,6193.2,0.0,0,0,,0,0,0
25596,QUIPILE,CUNDINAMARCA,4.74481,-74.533705,0,0,0,0,0,0,,0,0,0
25599,APULO,CUNDINAMARCA,4.520304,-74.593926,2,1,1527.5,0.0,0,0,,0,0,0
25612,RICAURTE,CUNDINAMARCA,4.282113,-74.772861,8,3,9578.9,0.0,0,0,,0,0,0
25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,4.616138,-74.351443,0,0,394.0,0.0,0,0,,0,2,202.9
25649,SAN BERNARDO,CUNDINAMARCA,4.179433,-74.42296,0,0,0.0,0.0,0,0,,0,0,0
25653,SAN CAYETANO,CUNDINAMARCA,5.332938,-74.024754,0,0,3610.3,0.0,0,0,0.79,1,0,0
25658,SAN FRANCISCO,CUNDINAMARCA,4.972917,-74.289672,2,1,2975.9,0.0,0,0,,0,2,2253.3
25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,4.847575,-74.621919,4,2,11005.4,0.0,0,0,,0,0,0
25718,SASAIMA,CUNDINAMARCA,4.962167,-74.432628,0,0,1403.0,0.0,0,0,,0,1,34.5
25736,SESQUILÉ,CUNDINAMARCA,5.04476,-73.796099,1,1,0.0,0.0,0,0,,0,4,20.4
25740,SIBATÉ,CUNDINAMARCA,4.492625,-74.257874,1,1,1323.2,0.0,0,0,0.5,1,1,143.3
25743,SILVANIA,CUNDINAMARCA,4.381981,-74.405534,10,3,1247.7,0.0,0,0,,0,2,104.8
25745,SIMIJACA,CUNDINAMARCA,5.505231,-73.850703,2,1,12676.1,0.0,0,0,,0,0,0
25754,SOACHA,CUNDINAMARCA,4.579268,-74.215463,104,10,6938.3,0.0,0,0,,0,1,361.6
25758,SOPÓ,CUNDINAMARCA,4.915395,-73.943328,1,1,0.0,0.0,0,0,,0,7,1501.5
25769,SUBACHOQUE,CUNDINAMARCA,4.929118,-74.172773,10,3,1718.1,0.0,0,0,,0,1,124.3
25772,SUESCA,CUNDINAMARCA,5.103495,-73.798227,2,2,6322.4,0.0,0,0,,0,3,30.2
25777,SUPATÁ,CUNDINAMARCA,5.06162,-74.235403,0,0,0,0,0,0,,0,6,20733.7
25779,SUSA,CUNDINAMARCA,5.455291,-73.813938,0,0,12868.9,0.0,0,0,,0,0,0
25781,SUTATAUSA,CUNDINAMARCA,5.247482,-73.853159,36,3,7720.7,0.0,0,0,,0,0,0
25785,TABIO,CUNDINAMARCA,4.916832,-74.096461,1,1,1881.8,257.0,0,0,,0,4,270.7
25793,TAUSA,CUNDINAMARCA,5.196333,-73.887813,33,4,20038.0,1651.0,0,0,,0,3,41150.8
25797,TENA,CUNDINAMARCA,4.655286,-74.389193,0,0,0,0,0,0,,0,11,203.0
25799,TENJO,CUNDINAMARCA,4.872014,-74.143724,0,0,0,0,0,0,,0,10,894.7
25805,TIBACUY,CUNDINAMARCA,4.348605,-74.452662,1,1,4796.0,0.0,0,0,,0,2,1933.9
25807,TIBIRITA,CUNDINAMARCA,5.052278,-73.504514,5,1,3117.0,388.0,0,0,,0,0,0
25815,TOCAIMA,CUNDINAMARCA,4.459279,-74.636296,13,1,5976.0,0.0,0,0,,0,0,0
25817,TOCANCIPÁ,CUNDINAMARCA,4.964641,-73.91207,30,5,5448.3,0.0,0,0,,0,1,22.3
25823,TOPAIPÍ,CUNDINAMARCA,5.336224,-74.300626,0,0,10.0,0.0,0,0,,0,0,0
25839,UBALÁ,CUNDINAMARCA,4.74762,-73.531489,68,9,5925.9,16.0,0,0,0.895,2,2,294.0
25841,UBAQUE,CUNDINAMARCA,4.483788,-73.933477,0,0,3500.0,0.0,0,0,,0,1,18.2
25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,5.307463,-73.814367,2,1,12583.7,0.0,0,0,,0,0,0
25845,UNE,CUNDINAMARCA,4.40245,-74.025183,2,1,4294.0,2.0,0,0,0.72,1,0,0
25851,ÚTICA,CUNDINAMARCA,5.19055,-74.483154,2,2,92.0,347.0,0,0,0.4,1,0,0
25862,VERGARA,CUNDINAMARCA,5.117258,-74.346163,0,0,0,0,0,0,,0,2,33.0
25867,VIANÍ,CUNDINAMARCA,4.875208,-74.56132,0,0,426.0,0.0,0,0,,0,0,0
25871,VILLAGÓMEZ,CUNDINAMARCA,5.273024,-74.195145,4,2,0,0,0,0,,0,0,0
25873,VILLAPINZÓN,CUNDINAMARCA,5.216393,-73.595704,50,1,14342.5,0.0,0,0,0.715,2,2,1448.9
25875,VILLETA,CUNDINAMARCA,5.012754,-74.469686,2,1,5919.6,0.0,0,0,,0,0,0
25878,VIOTÁ,CUNDINAMARCA,4.43935,-74.523131,0,0,0,0,0,0,,0,1,9.2
25885,YACOPÍ,CUNDINAMARCA,5.459272,-74.33806,0,0,10.0,0.0,0,0,,0,1,50304.8
25898,ZIPACÓN,CUNDINAMARCA,4.759932,-74.379566,0,0,0,0,0,0,,0,0,0
25899,ZIPAQUIRÁ,CUNDINAMARCA,5.025477,-73.994444,5,3,16198.7,0.0,0,0,,0,2,34.9
27001,QUIBDÓ,CHOCÓ,5.682166,-76.638144,11,5,32622.2,2169.0,0,0,0.89,2,1,30462.5
27006,ACANDÍ,CHOCÓ,8.512178,-77.279951,0,0,4134.6,0.0,1,0,,0,9,160223.4
27025,ALTO BAUDÓ,CHOCÓ,5.516221,-76.974373,0,0,49.5,0.0,0,0,,0,0,0
27050,ATRATO,CHOCÓ,5.531419,-76.635674,1,1,45294.8,533.0,0,0,,0,0,0
27073,BAGADÓ,CHOCÓ,5.409681,-76.416063,2,1,20911.4,4265.0,0,0,,0,0,0
27075,BAHÍA SOLANO,CHOCÓ,6.222807,-77.401359,0,0,0,0,0,0,,0,1,64380.6
27077,BAJO BAUDÓ,CHOCÓ,4.954576,-77.365717,0,0,38.1,0.0,0,0,,0,1,315366.5
27099,BOJAYÁ,CHOCÓ,6.559708,-76.886773,0,0,244.2,131.0,1,0,,0,0,0
27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,5.335321,-76.726844,0,0,19596.9,916.0,0,0,,0,0,0
27150,CARMEN DEL DARIÉN,CHOCÓ,7.158294,-76.970798,0,0,16.2,0.0,1,0,,0,0,0
27160,CÉRTEGUI,CHOCÓ,5.371373,-76.607619,0,0,48178.1,1497.0,0,0,,0,0,0
27205,CONDOTO,CHOCÓ,5.091003,-76.650683,24,8,11660.4,0.0,1,0,,0,0,0
27245,EL CARMEN DE ATRATO,CHOCÓ,5.899789,-76.142112,2,1,1021.1,215.0,0,0,,0,6,22069.3
27250,EL LITORAL DEL SAN JUAN,CHOCÓ,4.259564,-77.363702,0,0,38.7,666.0,1,0,,0,2,53690.0
27361,ISTMINA,CHOCÓ,5.153946,-76.68518,20,5,17857.1,0.0,1,0,,0,0,0
27372,JURADÓ,CHOCÓ,7.103619,-77.762751,0,0,0,0,0,0,,0,0,0
27413,LLORÓ,CHOCÓ,5.49789,-76.545147,0,0,50942.3,742.0,0,0,,0,0,0
27425,MEDIO ATRATO,CHOCÓ,5.994935,-76.783042,0,0,28028.1,2166.0,1,0,,0,0,0
27430,MEDIO BAUDÓ,CHOCÓ,5.192471,-76.950891,0,0,3293.0,1823.0,0,0,,0,0,0
27450,MEDIO SAN JUAN,CHOCÓ,5.098291,-76.694409,6,3,53047.0,1343.0,1,0,,0,0,0
27491,NÓVITA,CHOCÓ,4.956063,-76.609467,0,0,33715.1,1558.0,1,0,,0,0,0
27493,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,7.3719,-76.71727,0,0,4275.0,0.0,0,0,,0,1,38999.8
27495,NUQUÍ,CHOCÓ,5.709812,-77.265507,0,0,402.0,2374.0,0,0,,0,1,60418.7
27580,RÍO IRÓ,CHOCÓ,5.1863,-76.472925,6,3,52180.4,3362.0,0,0,,0,0,0
27600,RÍO QUITO,CHOCÓ,5.483667,-76.740684,0,0,53365.0,3155.0,0,0,,0,0,0
27615,RIOSUCIO,CHOCÓ,7.436704,-77.113156,0,0,5060.1,267.0,1,0,,0,0,0
27660,SAN JOSÉ DEL PALMAR,CHOCÓ,4.896954,-76.234227,0,0,8067.2,1259.0,0,0,,0,4,124.5
27745,SIPÍ,CHOCÓ,4.65262,-76.643453,0,0,42187.9,2220.0,1,0,,0,0,0
27787,TADÓ,CHOCÓ,5.264873,-76.558571,14,7,44346.7,2574.0,0,0,,0,0,0
27800,UNGUÍA,CHOCÓ,8.04406,-77.092538,0,0,4930.6,2158.0,1,0,,0,2,109333.4
27810,UNIÓN PANAMERICANA,CHOCÓ,5.281108,-76.630143,51,9,27819.5,742.0,0,0,,0,0,0
41001,NEIVA,HUILA,2.935432,-75.277327,42,11,25522.7,6.0,0,0,,0,4,51.4
41006,ACEVEDO,HUILA,1.805173,-75.888706,0,0,0,0,0,0,,0,0,0
41013,AGRADO,HUILA,2.25987,-75.772022,0,0,629.9,0.0,0,0,,0,1,413.3
41016,AIPE,HUILA,3.223996,-75.239017,7,3,9787.9,0.0,0,0,,0,13,1770.5
41020,ALGECIRAS,HUILA,2.521674,-75.315389,0,0,0,0,1,0,,0,1,106554.4
41026,ALTAMIRA,HUILA,2.063841,-75.788471,0,0,1992.9,0.0,0,0,,0,0,0
41078,BARAYA,HUILA,3.152204,-75.054843,0,0,5338.0,0.0,0,0,,0,3,48.1
41132,CAMPOALEGRE,HUILA,2.686767,-75.325748,13,4,20849.8,500.0,0,0,,0,0,0
41206,COLOMBIA,HUILA,3.376745,-74.802815,0,0,0.0,0.0,0,0,0.59,1,0,0
41244,ELÍAS,HUILA,2.012854,-75.938301,0,0,0.0,0.0,0,0,,0,0,0
41298,GARZÓN,HUILA,2.196493,-75.627057,0,0,12481.1,0.0,0,0,,0,2,2277.2
41306,GIGANTE,HUILA,2.384031,-75.547681,0,0,170.8,826.0,0,0,0.57,1,8,33262.9
41319,GUADALUPE,HUILA,2.02426,-75.757185,0,0,0.0,0.0,0,0,,0,0,0
41349,HOBO,HUILA,2.580812,-75.447697,0,0,7924.0,0.0,0,0,,0,0,0
41357,ÍQUIRA,HUILA,2.649359,-75.634497,6,6,15673.9,296.0,0,0,,0,2,88.4
41359,ISNOS,HUILA,1.929467,-76.217637,0,0,240.0,0.0,0,0,0.91,1,8,28613.2
41378,LA ARGENTINA,HUILA,2.198496,-75.979763,0,0,0,0,0,0,,0,11,24644.1
41396,LA PLATA,HUILA,2.389263,-75.891254,1,1,6879.2,0.0,0,0,,0,0,0
41483,NÁTAGA,HUILA,2.5451,-75.808756,1,1,1417.0,0.0,0,0,,0,7,51.9
41503,OPORAPA,HUILA,2.025088,-75.995165,0,0,0.0,0.0,0,0,,0,1,3.6
41518,PAICOL,HUILA,2.449651,-75.773158,10,3,10288.0,0.0,0,0,,0,7,53.4
41524,PALERMO,HUILA,2.889649,-75.435296,44,12,57385.5,1249.0,0,0,,0,1,251.1
41530,PALESTINA,HUILA,1.723725,-76.133251,0,0,0,0,0,0,,0,9,7245.9
41548,PITAL,HUILA,2.266618,-75.804544,0,0,0,0,0,0,,0,1,1.9
41551,PITALITO,HUILA,1.852631,-76.049441,13,9,36582.3,0.0,0,0,,0,4,32793.0
41615,RIVERA,HUILA,2.777586,-75.258753,9,5,16383.7,0.0,0,0,,0,6,27117.2
41660,SALADOBLANCO,HUILA,1.9934,-76.044747,0,0,120.0,0.0,0,0,,0,7,3909.7
41668,SAN AGUSTÍN,HUILA,1.881081,-76.27036,0,0,10198.0,0.0,0,0,0.92,2,41,63044.6
41676,SANTA MARÍA,HUILA,2.939603,-75.586223,10,4,7801.3,0.0,0,0,,0,25,796.1
41770,SUAZA,HUILA,1.976051,-75.79525,0,0,90.0,0.0,0,0,,0,0,0
41791,TARQUI,HUILA,2.111325,-75.823976,0,0,6752.0,0.0,0,0,,0,0,0
41797,TESALIA,HUILA,2.486364,-75.730271,19,6,28341.9,242.0,0,0,,0,0,0
41799,TELLO,HUILA,3.067538,-75.138773,6,1,8589.0,0.0,0,0,,0,6,295.0
41801,TERUEL,HUILA,2.740968,-75.567034,8,4,14544.8,920.0,0,0,,0,2,22091.8
41807,TIMANÁ,HUILA,1.974539,-75.932167,0,0,1668.0,0.0,0,0,,0,0,0
41872,VILLAVIEJA,HUILA,3.218822,-75.217174,3,3,0,0,0,0,,0,2,35286.8
41885,YAGUARÁ,HUILA,2.664694,-75.518023,8,4,17263.2,92.0,0,0,,0,1,14.1
44001,RIOHACHA,LA GUAJIRA,11.528588,-72.911795,22,7,17543.5,0.0,0,0,,0,1,3573.2
44035,ALBANIA,LA GUAJIRA,11.151628,-72.61232,8,4,2764.4,0.0,0,0,,0,3,46197.9
44078,BARRANCAS,LA GUAJIRA,10.958669,-72.793639,8,2,4362.8,937.0,0,0,,0,1,42129.9
44090,DIBULLA,LA GUAJIRA,11.27155,-73.307598,15,7,4109.1,0.0,1,0,,0,9,9315.6
44098,DISTRACCIÓN,LA GUAJIRA,10.898414,-72.887405,2,2,1493.0,0.0,0,0,,0,0,0
44110,EL MOLINO,LA GUAJIRA,10.653505,-72.92673,1,1,0.0,0.0,0,0,,0,1,1001.3
44279,FONSECA,LA GUAJIRA,10.886734,-72.846319,0,0,0.0,0.0,1,0,,0,0,0
44378,HATONUEVO,LA GUAJIRA,11.068864,-72.75904,17,5,4440.6,0.0,0,0,0.73,1,2,10807.9
44420,LA JAGUA DEL PILAR,LA GUAJIRA,10.511862,-73.072638,1,1,0,0,0,0,,0,0,0
44430,MAICAO,LA GUAJIRA,11.378535,-72.242738,4,2,0.0,0.0,0,0,,0,0,0
44560,MANAURE,LA GUAJIRA,11.773767,-72.438739,0,0,329.9,0.0,0,0,,0,2,68667.7
44650,SAN JUAN DEL CESAR,LA GUAJIRA,10.769546,-73.000629,1,1,0.0,0.0,1,0,0.82,1,1,2606.0
44847,URIBIA,LA GUAJIRA,11.711904,-72.265906,7,5,6531.5,0.0,0,0,,0,0,0
44855,URUMITA,LA GUAJIRA,10.560169,-73.012507,1,1,0,0,0,0,,0,2,30325.4
44874,VILLANUEVA,LA GUAJIRA,10.608774,-72.977583,0,0,860.0,0.0,0,0,,0,0,0
47001,SANTA MARTA,MAGDALENA,11.204679,-74.199829,20,7,12876.8,0.0,1,0,,0,13,20835.1
47030,ALGARROBO,MAGDALENA,10.188059,-74.061132,8,2,4810.9,0.0,0,0,,0,0,0
47053,ARACATACA,MAGDALENA,10.589791,-74.186702,2,1,2899.5,0.0,1,0,,0,0,0
47058,ARIGUANÍ,MAGDALENA,9.847047,-74.236515,1,1,788.0,265.0,0,0,,0,0,0
47161,CERRO DE SAN ANTONIO,MAGDALENA,10.325531,-74.868474,0,0,0,0,0,0,,0,0,0
47170,CHIVOLO,MAGDALENA,10.026631,-74.622242,0,0,0,0,0,0,,0,0,0
47189,CIÉNAGA,MAGDALENA,11.006654,-74.241286,32,10,9749.8,299.0,1,0,,0,0,0
47205,CONCORDIA,MAGDALENA,10.257314,-74.83303,0,0,0,0,0,0,,0,0,0
47245,EL BANCO,MAGDALENA,9.008503,-73.97437,1,1,2560.2,255.0,0,0,0.75,1,0,0
47258,EL PIÑÓN,MAGDALENA,10.402781,-74.823094,0,0,0,0,0,0,,0,0,0
47268,EL RETÉN,MAGDALENA,10.610488,-74.268444,0,0,0,0,0,0,,0,0,0
47288,FUNDACIÓN,MAGDALENA,10.514146,-74.191453,11,4,37.6,0.0,1,0,,0,0,0
47318,GUAMAL,MAGDALENA,9.144354,-74.223689,0,0,0.0,0.0,0,0,,0,0,0
47460,NUEVA GRANADA,MAGDALENA,9.80186,-74.391841,0,0,0,0,0,0,,0,0,0
47541,PEDRAZA,MAGDALENA,10.18825,-74.9154,0,0,0,0,0,0,,0,0,0
47545,PIJIÑO DEL CARMEN,MAGDALENA,9.331922,-74.459034,0,0,0,0,0,0,,0,0,0
47551,PIVIJAY,MAGDALENA,10.460707,-74.613312,0,0,0,0,0,0,,0,0,0
47555,PLATO,MAGDALENA,9.796713,-74.784549,0,0,2178.0,0.0,0,0,,0,0,0
47570,PUEBLOVIEJO,MAGDALENA,10.994766,-74.28253,0,0,0,0,0,0,,0,0,0
47605,REMOLINO,MAGDALENA,10.701952,-74.716172,0,0,24.0,252.0,0,0,,0,1,27018.7
47660,SABANAS DE SAN ÁNGEL,MAGDALENA,10.032536,-74.213946,0,0,0,0,0,0,,0,0,0
47675,SALAMINA,MAGDALENA,10.491229,-74.794189,0,0,0,0,0,0,,0,0,0
47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,9.241656,-74.351498,0,0,0,0,0,0,,0,0,0
47703,SAN ZENÓN,MAGDALENA,9.245061,-74.498992,0,0,0,0,0,0,,0,0,0
47707,SANTA ANA,MAGDALENA,9.324294,-74.566845,0,0,0.0,0.0,0,0,,0,1,156.4
47720,SANTA BÁRBARA DE PINTO,MAGDALENA,9.432263,-74.704667,0,0,0,0,0,0,,0,0,0
47745,SITIONUEVO,MAGDALENA,10.775285,-74.720021,0,0,0,0,0,0,,0,0,0
47798,TENERIFE,MAGDALENA,9.898273,-74.859783,0,0,0.0,0.0,0,0,,0,0,0
47960,ZAPAYÁN,MAGDALENA,10.168297,-74.716878,0,0,0,0,0,0,,0,0,0
47980,ZONA BANANERA,MAGDALENA,10.763024,-74.140091,6,4,8546.0,0.0,0,0,,0,0,0
50001,VILLAVICENCIO,META,4.126369,-73.622601,111,6,7281.9,0.0,0,0,,0,12,2401.6
50006,ACACÍAS,META,3.990413,-73.766034,90,11,6112.8,864.0,0,0,0.6,1,3,18271.3
50110,BARRANCA DE UPÍA,META,4.566225,-72.961083,10,3,913.6,0.0,0,0,,0,1,628.0
50124,CABUYARO,META,4.286705,-72.791768,10,3,1507.5,0.0,0,0,0.81,1,5,21498.1
50150,CASTILLA LA NUEVA,META,3.830005,-73.687302,20,4,4827.0,0.0,0,0,,0,0,0
50223,CUBARRAL,META,3.793653,-73.837999,2,2,2670.3,994.0,0,0,,0,1,210738.8
50226,CUMARAL,META,4.270042,-73.487052,21,5,10243.6,50.0,0,0,0.76,1,5,58.6
50245,EL CALVARIO,META,4.352665,-73.713325,0,0,0.0,0.0,0,0,,0,4,4897.4
50251,EL CASTILLO,META,3.563907,-73.794225,11,3,1337.2,850.0,0,0,,0,0,0
50270,EL DORADO,META,3.739984,-73.835264,7,4,4209.5,0.0,0,0,,0,1,21.8
50287,FUENTE DE ORO,META,3.462875,-73.618121,10,2,10310.7,900.0,0,0,,0,0,0
50313,GRANADA,META,3.547147,-73.705815,32,2,12260.8,0.0,0,0,,0,0,0
50318,GUAMAL,META,3.879657,-73.768815,26,4,3910.1,0.0,0,0,,0,0,0
50325,MAPIRIPÁN,META,2.896617,-72.135509,0,0,0.0,0.0,1,10623.0,,0,1,1146.9
50330,MESETAS,META,3.382732,-74.044328,1,1,2485.4,0.0,1,1145.0,,0,0,0
50350,LA MACARENA,META,2.177143,-73.78661,0,0,2510.0,0.0,1,18680.0,,0,4,208207.9
50370,URIBE,META,3.239634,-74.351508,1,1,1489.6,0.0,1,6278.0,,0,1,287667.3
50400,LEJANÍAS,META,3.525115,-74.023514,0,0,0,0,0,0,,0,0,0
50450,PUERTO CONCORDIA,META,2.624006,-72.760209,4,2,600.0,0.0,1,442.0,,0,1,28160.9
50568,PUERTO GAITÁN,META,4.314905,-72.087649,8,5,3878.7,0.0,0,204.0,,0,6,4449.6
50573,PUERTO LÓPEZ,META,4.09349,-72.957324,22,3,3191.4,0.0,0,0,,0,4,576.8
50577,PUERTO LLERAS,META,3.272117,-73.37385,0,0,0.0,0.0,1,0,,0,1,810.3
50590,PUERTO RICO,META,2.939621,-73.206314,0,0,1210.0,0.0,1,5105.0,,0,2,620046.5
50606,RESTREPO,META,4.259556,-73.565408,24,4,21107.2,0.0,0,0,,0,1,1.7
50680,SAN CARLOS DE GUAROA,META,3.71065,-73.242253,31,4,5958.9,0.0,0,0,,0,3,412.9
50683,SAN JUAN DE ARAMA,META,3.373728,-73.875832,1,1,6931.0,0.0,0,177.0,,0,2,66.4
50686,SAN JUANITO,META,4.458181,-73.676699,0,0,0,0,0,0,,0,5,78267.6
50689,SAN MARTÍN,META,3.701899,-73.695812,19,2,3252.3,0.0,0,0,,0,3,216.6
50711,VISTAHERMOSA,META,3.125579,-73.750966,0,0,3672.4,0.0,1,4680.0,,0,0,0
52001,PASTO,NARIÑO,1.212352,-77.278795,21,3,18243.5,0.0,0,34.0,,0,5,4708.0
52019,ALBÁN,NARIÑO,1.474978,-77.080712,0,0,0,0,0,0,,0,0,0
52022,ALDANA,NARIÑO,0.882381,-77.700564,0,0,0,0,0,0,0.703,3,0,0
52036,ANCUYA,NARIÑO,1.263276,-77.514512,0,0,0.0,0.0,0,0,,0,0,0
52051,ARBOLEDA,NARIÑO,1.503418,-77.135467,0,0,0.0,0.0,0,0,,0,0,0
52079,BARBACOAS,NARIÑO,1.671733,-78.13765,0,0,26081.7,1347.0,1,0,,0,0,0
52083,BELÉN,NARIÑO,1.595681,-77.015619,0,0,0,0,0,0,,0,0,0
52110,BUESACO,NARIÑO,1.381453,-77.156463,0,0,0.0,0.0,0,0,,0,0,0
52203,COLÓN,NARIÑO,1.643878,-77.019777,0,0,452.0,0.0,0,0,,0,0,0
52207,CONSACÁ,NARIÑO,1.207854,-77.466136,1,1,4001.0,158.0,0,0,,0,3,8235.4
52210,CONTADERO,NARIÑO,0.910458,-77.549409,0,0,270.0,0.0,0,0,,0,0,0
52215,CÓRDOBA,NARIÑO,0.854564,-77.517897,1,1,0,0,0,0,,0,0,0
52224,CUASPUD CARLOSAMA,NARIÑO,0.862978,-77.728947,0,0,2121.0,0.0,0,0,,0,0,0
52227,CUMBAL,NARIÑO,0.906367,-77.792505,1,1,1630.0,0.0,0,0,,0,0,0
52233,CUMBITARA,NARIÑO,1.647163,-77.578616,0,0,11938.3,0.0,1,0,,0,0,0
52240,CHACHAGÜÍ,NARIÑO,1.360545,-77.281869,0,0,0,0,0,0,,0,0,0
52250,EL CHARCO,NARIÑO,2.479688,-78.110217,0,0,8060.7,711.0,1,0,,0,1,60503.8
52254,EL PEÑOL,NARIÑO,1.453567,-77.438522,0,0,0.0,0.0,0,0,,0,0,0
52256,EL ROSARIO,NARIÑO,1.745309,-77.33417,0,0,0,0,1,0,,0,1,158.5
52258,EL TABLÓN DE GÓMEZ,NARIÑO,1.427277,-77.097101,0,0,0.0,0.0,0,0,,0,0,0
52260,EL TAMBO,NARIÑO,1.407913,-77.390772,0,0,1048.0,370.0,0,0,,0,0,0
52287,FUNES,NARIÑO,1.001159,-77.448913,10,2,1711.0,0.0,0,2.0,,0,0,0
52317,GUACHUCAL,NARIÑO,0.959744,-77.731589,0,0,0,0,0,0,,0,0,0
