cod_dane_mpio,cod_dane_dpto,nombre_mpio,nombre_dpto,tipo_unidad_territorial,n_titulos_mineros,tiene_titulos_mineros,area_titulada_union_ha,pct_area_unidad_titulada_union,area_titulada_suma_ha,anotaciones_total,n_modalidades_distintas,n_minerales_distintos,score_presion_minera,score_senal_hidrica,n_parametros_hidricos_evaluables,principal_parametro_atipico,tiene_monitoreo_agua,n_sitios_monitoreo,ultima_observacion_agua,monitoreo_reciente,brecha_monitoreo_agua,n_registros_dtd,n_coordenadas_dtd_unicas,n_nucleos_dtd,n_registros_dtd_codigo_placeholder,tiene_dtd_reciente,score_deteccion_temprana,bosque_2024_ha,no_bosque_2024_ha,pct_bosque_2024,deforestacion_2023_2024_ha,fuente_forestal,cobertura_forestal_confirmada_mvp,disponible_mineria,disponible_agua,disponible_dtd,disponible_bosque_confirmado,n_componentes_disponibles,nivel_disponibilidad_datos,score_brecha_informacion
15690,15,SANTA MARÍA,BOYACÁ,Municipio,6,True,583.8760726639335,1.8889148934644464,583.8760726639337,21,3,13,61.2,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15693,15,SANTA ROSA DE VITERBO,BOYACÁ,Municipio,8,True,897.5833120107684,7.706031138170215,897.583312080786,33,2,17,76.03,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15696,15,SANTA SOFÍA,BOYACÁ,Municipio,1,True,494.9471264931514,6.391193148170693,494.947126493152,2,1,3,53.0,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15720,15,SATIVANORTE,BOYACÁ,Municipio,17,True,2724.1313892431103,16.91270875337874,2804.82626061486,127,3,7,89.76,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15723,15,SATIVASUR,BOYACÁ,Municipio,24,True,2643.89141312777,48.40001607457749,2980.227381136004,155,3,6,96.26,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15740,15,SIACHOQUE,BOYACÁ,Municipio,3,True,218.6140525820781,1.83698178402457,218.61405258207813,9,2,6,52.61,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15753,15,SOATÁ,BOYACÁ,Municipio,1,True,199.56878045578847,1.6247432415888323,199.56878045578847,2,1,1,43.02,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15755,15,SOCOTÁ,BOYACÁ,Municipio,40,True,5259.639121589977,8.732535257396076,5482.267519787434,265,5,6,90.04,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15757,15,SOCHA,BOYACÁ,Municipio,43,True,4870.40329522933,32.49530094154098,4870.424857474742,269,4,6,97.16,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15759,15,SOGAMOSO,BOYACÁ,Municipio,106,True,3085.3916021316745,14.884857075338092,3089.769411081304,540,5,19,94.19,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15761,15,SOMONDOCO,BOYACÁ,Municipio,11,True,514.415533383861,8.763947810974928,514.43557114884,54,3,18,80.96,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15762,15,SORA,BOYACÁ,Municipio,4,True,278.6927936440941,5.834600541053559,278.692793644094,14,2,4,64.47,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15763,15,SOTAQUIRÁ,BOYACÁ,Municipio,7,True,356.7574578583205,1.2235947240863705,356.7640266223306,34,3,14,61.0,95.67,25.0,NITRATO,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
15764,15,SORACÁ,BOYACÁ,Municipio,5,True,84.32670368592237,1.515016986133067,84.32670368592235,17,1,9,57.22,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15774,15,SUSACÓN,BOYACÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15776,15,SUTAMARCHÁN,BOYACÁ,Municipio,5,True,489.8562507740109,4.739977378044856,489.8562507740112,17,2,12,65.69,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15778,15,SUTATENZA,BOYACÁ,Municipio,5,True,431.04345619767474,10.496174221829351,431.0434561976749,22,2,14,72.95,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15790,15,TASCO,BOYACÁ,Municipio,51,True,3406.0012895440614,16.27706855288501,3438.031423264822,384,5,17,94.22,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15798,15,TENZA,BOYACÁ,Municipio,1,True,62.92825928531851,1.374360322292324,62.92825928531851,6,1,12,43.58,89.89,26.0,HIERRO POTENCIALMENTE BIODISPONIBLE,True,1,2018.0,False,True,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
15804,15,TIBANÁ,BOYACÁ,Municipio,4,True,1140.606732843909,9.37796863481835,1140.6067328439094,15,1,5,68.64,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15806,15,TIBASOSA,BOYACÁ,Municipio,19,True,602.6518577466718,6.439985058689741,624.7620281779881,108,3,17,83.42,96.03,29.0,SULFATO,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
15808,15,TINJACÁ,BOYACÁ,Municipio,2,True,1361.206952961354,17.09393006768189,1361.2069709589357,9,1,3,65.99,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15810,15,TIPACOQUE,BOYACÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,96.9,13.0,SOLIDOS SUSPENDIDOS TOTALES,True,1,2013.0,False,True,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
15814,15,TOCA,BOYACÁ,Municipio,2,True,190.5546791561218,1.1346511716588852,190.55467915612175,4,2,2,44.7,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15816,15,TOGÜÍ,BOYACÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15820,15,TÓPAGA,BOYACÁ,Municipio,54,True,1213.2625410385212,36.15169276424458,1295.9010173721852,325,5,22,98.05,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15822,15,TOTA,BOYACÁ,Municipio,3,True,179.11222934427045,0.915406431243126,179.11222934427047,10,1,5,48.21,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15832,15,TUNUNGUÁ,BOYACÁ,Municipio,5,True,594.6763164198261,20.377982314778546,594.6763164198258,13,1,6,74.51,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15835,15,TURMEQUÉ,BOYACÁ,Municipio,2,True,831.0515096201008,10.443287309456986,831.0515096201005,7,1,4,62.35,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15837,15,TUTA,BOYACÁ,Municipio,18,True,1016.0469432316036,6.14933148965001,1029.3835364309907,81,3,14,81.84,100.0,14.0,FOSFORO TOTAL,True,1,2020.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
15839,15,TUTAZÁ,BOYACÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15842,15,ÚMBITA,BOYACÁ,Municipio,5,True,879.117881692831,6.027775247931603,879.1178816928309,24,1,6,68.94,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15861,15,VENTAQUEMADA,BOYACÁ,Municipio,8,True,389.0253480323045,2.435156602587997,389.02534803230446,31,3,11,66.48,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15879,15,VIRACACHÁ,BOYACÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
15897,15,ZETAQUIRA,BOYACÁ,Municipio,3,True,19.03653356404364,0.0758301461698659,19.03653356404364,6,2,6,37.45,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17001,17,MANIZALES,CALDAS,Municipio,61,True,1729.4295017205975,3.922877154075459,1729.709957030862,315,3,16,84.25,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17013,17,AGUADAS,CALDAS,Municipio,8,True,364.22879690781457,0.7658837168853915,364.2288017396863,56,1,5,60.98,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17042,17,ANSERMA,CALDAS,Municipio,13,True,1599.3842189981297,7.64808535459104,1599.642048318718,67,2,14,81.87,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17050,17,ARANZAZU,CALDAS,Municipio,1,True,0.3349361264731128,0.0022399694207213,0.3349361264731128,2,1,2,26.84,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17088,17,BELALCÁZAR,CALDAS,Municipio,6,True,378.4255952508624,3.33799741661702,378.4731534396819,44,2,9,68.39,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17174,17,CHINCHINÁ,CALDAS,Municipio,13,True,138.35430757677514,1.2652728833508189,138.3546564487429,50,2,9,66.68,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17272,17,FILADELFIA,CALDAS,Municipio,14,True,1446.317340413991,7.511306129572127,1446.3176840655406,63,3,23,81.97,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17380,17,LA DORADA,CALDAS,Municipio,18,True,2605.8535558437607,4.748453250130463,2605.889792153684,66,4,10,79.41,92.68,28.0,MANGANESO TOTAL EN AGUA,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
17388,17,LA MERCED,CALDAS,Municipio,4,True,26.947014755204503,0.3042075281651769,26.9470147552045,23,1,6,47.75,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17433,17,MANZANARES,CALDAS,Municipio,3,True,694.35779855599,3.51032333954013,694.3577985559904,16,2,3,59.3,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17442,17,MARMATO,CALDAS,Municipio,125,True,2569.375938850073,69.71816392292654,3633.207080429315,1291,4,16,99.93,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17444,17,MARQUETALIA,CALDAS,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17446,17,MARULANDA,CALDAS,Municipio,1,True,46.03240108106875,0.1223968526098904,46.03240108106875,9,1,1,33.65,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17486,17,NEIRA,CALDAS,Municipio,23,True,1825.4025741314144,4.943975210770059,1825.42727318397,111,3,30,82.4,93.2,29.0,NIQUEL POTENCIALMENTE BIODISPONIBLE,True,1,2023.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
17495,17,NORCASIA,CALDAS,Municipio,5,True,2634.913603459136,11.588222809171702,2634.913617161573,23,1,5,73.79,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17513,17,PÁCORA,CALDAS,Municipio,3,True,1679.539614171743,6.530280865807146,1679.539614171743,29,2,3,66.69,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17524,17,PALESTINA,CALDAS,Municipio,18,True,329.0150967435116,2.9318090540857544,329.0151222918336,99,2,9,76.86,91.78,27.0,NITRATO,True,2,2023.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
17541,17,PENSILVANIA,CALDAS,Municipio,4,True,501.2532181524573,1.0045959406954337,501.2532181524573,19,4,7,53.32,,,,False,0,,False,True,17,17,0,0,True,80.51,,,,,,False,True,False,True,False,2,medio,50.0
17614,17,RIOSUCIO,CALDAS,Municipio,7,True,1062.8340949670069,2.7669940338690364,1062.8473678562111,31,3,6,66.34,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17616,17,RISARALDA,CALDAS,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17653,17,SALAMINA,CALDAS,Municipio,2,True,34.357493261589525,0.0885596461641092,34.357493261589525,10,1,4,36.69,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17662,17,SAMANÁ,CALDAS,Municipio,7,True,8483.13454257444,11.196134512420024,8483.134542574451,33,3,7,77.36,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17665,17,SAN JOSÉ,CALDAS,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17777,17,SUPÍA,CALDAS,Municipio,19,True,2988.9248166268094,24.61643783603876,2988.934901500088,103,4,16,92.04,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17867,17,VICTORIA,CALDAS,Municipio,17,True,3573.4333303990147,6.3986604439771,3573.4333303990147,66,3,13,81.34,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
17873,17,VILLAMARÍA,CALDAS,Municipio,21,True,641.6507637259759,1.4104862330518366,641.6508735645688,88,4,9,71.87,90.59,22.0,TEMPERATURA,True,3,2018.0,False,True,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
17877,17,VITERBO,CALDAS,Municipio,15,True,2367.962456225297,20.979807033645784,2367.9794593469837,93,3,11,89.64,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
18001,18,FLORENCIA,CAQUETÁ,Municipio,13,True,409.4100863771563,0.1607451140888065,409.4207161550944,50,1,11,56.88,77.45,23.0,CONDUCTIVIDAD ELECTRICA,True,1,2024.0,True,False,8,8,0,0,True,77.3,,,,,,False,True,True,True,False,3,alto,25.0
18029,18,ALBANIA,CAQUETÁ,Municipio,2,True,80.90236924728956,0.1959712766929087,80.90236924728956,8,1,8,37.62,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
18094,18,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,Municipio,2,True,62.2496859565701,0.052242517651973,62.24968595657011,8,1,8,34.67,,,,False,0,,False,True,3,3,0,0,True,73.9,,,,,,False,True,False,True,False,2,medio,50.0
18150,18,CARTAGENA DEL CHAIRÁ,CAQUETÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,3508,3505,4,0,True,99.96,,,,,,False,True,False,True,False,2,medio,50.0
18205,18,CURILLO,CAQUETÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,2,2,0,0,True,72.37,,,,,,False,True,False,True,False,2,medio,50.0
18247,18,EL DONCELLO,CAQUETÁ,Municipio,5,True,663.3523325939833,0.600039285938498,663.3523325939835,10,2,4,49.25,,,,False,0,,False,True,9,9,0,0,True,78.05,,,,,,False,True,False,True,False,2,medio,50.0
18256,18,EL PAUJÍL,CAQUETÁ,Municipio,5,True,179.24146199118297,0.1452358470589389,179.24146200119793,31,2,4,48.43,,,,False,0,,False,True,28,28,0,0,True,81.51,,,,,,False,True,False,True,False,2,medio,50.0
18410,18,LA MONTAÑITA,CAQUETÁ,Municipio,4,True,400.263508501578,0.2354141669540403,400.263508501578,7,1,6,42.41,,,,False,0,,False,True,14,14,0,0,True,79.58,,,,,,False,True,False,True,False,2,medio,50.0
18460,18,MILÁN,CAQUETÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,43,43,0,0,True,82.42,,,,,,False,True,False,True,False,2,medio,50.0
18479,18,MORELIA,CAQUETÁ,Municipio,1,True,6.888276551721582,0.0148970536294102,6.888276551721575,5,1,2,29.13,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
18592,18,PUERTO RICO,CAQUETÁ,Municipio,7,True,467.1664616740917,0.112734274756046,467.1664616740915,24,3,7,49.38,,,,False,0,,False,True,13,13,0,0,True,79.26,,,,,,False,True,False,True,False,2,medio,50.0
18610,18,SAN JOSÉ DEL FRAGUA,CAQUETÁ,Municipio,2,True,125.9881665004574,0.0961561184865225,125.98816650045752,0,1,5,30.63,,,,False,0,,False,True,3,3,0,0,True,73.9,,,,,,False,True,False,True,False,2,medio,50.0
18753,18,SAN VICENTE DEL CAGUÁN,CAQUETÁ,Municipio,1,True,69.9448481525584,0.0034677442824307,69.9448481525584,5,1,2,28.64,,,,False,0,,False,True,920,920,2,0,True,99.27,,,,,,False,True,False,True,False,2,medio,50.0
18756,18,SOLANO,CAQUETÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,1045,1043,3,0,True,99.44,,,,,,False,True,False,True,False,2,medio,50.0
18785,18,SOLITA,CAQUETÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,4,4,0,0,True,74.84,,,,,,False,True,False,True,False,2,medio,50.0
18860,18,VALPARAÍSO,CAQUETÁ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,3,3,0,0,True,73.9,,,,,,False,True,False,True,False,2,medio,50.0
19001,19,POPAYÁN,CAUCA,Municipio,17,True,645.7319305246627,1.3442067429560784,645.7550702604163,74,4,14,69.92,96.43,31.0,PH,True,2,2022.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
19022,19,ALMAGUER,CAUCA,Municipio,5,True,667.3513404388117,2.817592136342665,667.3591211166405,87,1,10,68.03,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19050,19,ARGELIA,CAUCA,Municipio,2,True,1557.2143283173368,2.0055423319443446,1557.2143283173368,0,1,1,44.75,,,,False,0,,False,True,1,1,0,0,True,70.59,,,,,,False,True,False,True,False,2,medio,50.0
19075,19,BALBOA,CAUCA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19100,19,BOLÍVAR,CAUCA,Municipio,8,True,494.14362174979095,0.6189565722769711,494.14362174979067,30,2,15,57.04,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19110,19,BUENOS AIRES,CAUCA,Municipio,11,True,8508.94956972715,19.555454004000683,8508.949569727154,59,4,24,86.01,98.68,31.0,ZINC TOTAL EN AGUA,True,1,2023.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
19130,19,CAJIBÍO,CAUCA,Municipio,2,True,493.0755848399196,0.8923615483802516,493.07558483991954,10,1,3,45.56,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19137,19,CALDONO,CAUCA,Municipio,1,True,19.71553151358775,0.0555592853341229,19.71553151358775,2,1,4,28.89,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19142,19,CALOTO,CAUCA,Municipio,10,True,233.48229552457008,0.8814930153972788,233.48611669330523,47,1,20,62.7,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19212,19,CORINTO,CAUCA,Municipio,7,True,597.1593020265132,1.8319150468548109,597.1593020265133,28,3,11,63.35,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19256,19,EL TAMBO,CAUCA,Municipio,18,True,11913.626290863598,4.345685959998839,11913.925738478967,142,2,29,80.67,,,,False,0,,False,True,5,5,0,0,True,75.68,,,,,,False,True,False,True,False,2,medio,50.0
19290,19,FLORENCIA,CAUCA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19300,19,GUACHENÉ,CAUCA,Municipio,13,True,590.9987017332779,5.869627365399743,591.019210389261,61,2,20,78.84,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19318,19,GUAPI,CAUCA,Municipio,17,True,30015.5696272821,11.675181822424898,30015.5696272821,114,3,6,87.41,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19355,19,INZÁ,CAUCA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19364,19,JAMBALÓ,CAUCA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19392,19,LA SIERRA,CAUCA,Municipio,4,True,939.7721681410288,4.50800499634688,939.772168141029,23,1,15,64.73,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19397,19,LA VEGA,CAUCA,Municipio,9,True,7357.822354019186,14.249764748346632,7357.949258484156,158,1,18,85.64,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19418,19,LÓPEZ DE MICAY,CAUCA,Municipio,1,True,149348.24576232478,44.311318761492366,149348.24576232478,3,1,3,64.34,,,,False,0,,False,True,11,11,0,0,True,78.83,,,,,,False,True,False,True,False,2,medio,50.0
19450,19,MERCADERES,CAUCA,Municipio,5,True,75.86761907631282,0.1086080600509493,75.86761907631282,16,2,9,45.09,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19455,19,MIRANDA,CAUCA,Municipio,5,True,59.22693935889531,0.3121907912487039,59.22693935889533,19,2,9,48.84,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19473,19,MORALES,CAUCA,Municipio,7,True,279.6685691169952,0.5465040572019719,279.6685691169952,14,3,86,52.28,,,,False,0,,False,True,2,2,0,0,True,72.37,,,,,,False,True,False,True,False,2,medio,50.0
19513,19,PADILLA,CAUCA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19517,19,PÁEZ,CAUCA,Municipio,2,True,150.47711926523303,0.0839164338663678,150.477119265233,12,2,4,37.23,86.89,26.0,TEMPERATURA,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
19532,19,PATÍA,CAUCA,Municipio,4,True,65.57794933641648,0.0867615258656529,65.57794933641648,10,2,6,41.12,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19533,19,PIAMONTE,CAUCA,Municipio,5,True,465.8030999267904,0.4215392696883082,465.8030999267903,14,2,4,48.89,,,,False,0,,False,True,27,27,0,0,True,81.35,,,,,,False,True,False,True,False,2,medio,50.0
19548,19,PIENDAMÓ - TUNÍA,CAUCA,Municipio,2,True,54.221810915691705,0.2990057918622932,54.22181091569168,4,1,3,37.66,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19573,19,PUERTO TEJADA,CAUCA,Municipio,12,True,114.52408496138588,1.0485980350388089,114.5294810062328,46,2,11,64.7,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19585,19,PURACÉ,CAUCA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19622,19,ROSAS,CAUCA,Municipio,2,True,433.9965976669221,2.5652929635219395,433.9965976669219,7,2,7,51.65,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19693,19,SAN SEBASTIÁN,CAUCA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19698,19,SANTANDER DE QUILICHAO,CAUCA,Municipio,4,True,1315.6701100253529,2.5383022084065945,1315.670110025354,17,2,12,59.17,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19701,19,SANTA ROSA,CAUCA,Municipio,6,True,4587.31898445644,1.2669506572133893,4587.319036194233,25,2,9,58.96,,,,False,0,,False,True,23,23,0,0,True,81.17,,,,,,False,True,False,True,False,2,medio,50.0
19743,19,SILVIA,CAUCA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19760,19,SOTARÁ ,CAUCA,Municipio,2,True,1.397520536442408,0.0027077063709687,1.397520536442408,6,2,6,32.21,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19780,19,SUÁREZ,CAUCA,Municipio,12,True,8538.75340360901,21.74990632315043,8538.77433905334,52,3,86,86.55,,,,False,0,,False,True,1,1,0,0,True,70.59,,,,,,False,True,False,True,False,2,medio,50.0
19785,19,SUCRE,CAUCA,Municipio,2,True,1060.331730192897,7.798935024499164,1060.3797113540084,34,1,10,66.8,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19807,19,TIMBÍO,CAUCA,Municipio,4,True,12.438437860881896,0.0617539106773796,12.438437860881898,16,2,12,41.96,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
19809,19,TIMBIQUÍ,CAUCA,Municipio,9,True,19469.25806779009,9.452080371201736,19469.25806779009,35,3,4,78.2,,,,False,0,,False,True,9,9,0,0,True,78.05,,,,,,False,True,False,True,False,2,medio,50.0
19821,19,TORIBÍO,CAUCA,Municipio,2,True,89.71737746372294,0.182269079274239,89.71737746372293,16,1,1,39.8,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
